evidence,matched_node,paper_id,ppr,rank,reviewer,status,title
"On the second page, the authors state that 'no prior surveys have comprehensively discussed different architectures used in conditional GANs.' As GANs are a well-established topic, several well-known papers [1,2,3] offer insightful experiments and analyses related to conditioning methods and architectures, even if not solely focused on conditional aspects.",,33,,,2vZD81hnXN,not_in_pool_after_cutoff,"Wang et al., 'Generative Adversarial Networks in Computer Vision: A Survey and Taxonomy'"
"On the second page, the authors state that 'no prior surveys have comprehensively discussed different architectures used in conditional GANs.' As GANs are a well-established topic, several well-known papers [1,2,3] offer insightful experiments and analyses related to conditioning methods and architectures, even if not solely focused on conditional aspects.",,33,,,2vZD81hnXN,not_in_pool_after_cutoff,"Jabbar et al., 'A Survey on Generative Adversarial Networks: Variants, Applications, and Training'"
"On the second page, the authors state that 'no prior surveys have comprehensively discussed different architectures used in conditional GANs.' As GANs are a well-established topic, several well-known papers [1,2,3] offer insightful experiments and analyses related to conditioning methods and architectures, even if not solely focused on conditional aspects.",,33,,,2vZD81hnXN,not_in_pool_after_cutoff,"Kang et al., 'StudioGAN: A Taxonomy and Benchmark of GANs for Image Synthesis'"
"Please find below some (recent) works which could be added and discussed: - TFG: Unified Training-Free Guidance for Diffusion Models (https://arxiv.org/pdf/2409.15761) - A Survey on Diffusion Models for Inverse Problems (https://arxiv.org/pdf/2410.00083) - Extending RePaint, it would be interesting to mention further resampling-based methods; see, e.g., https://arxiv.org/abs/2305.08995, https://arxiv.org/abs/2307.08123, https://arxiv.org/abs/2403.06054, and https://arxiv.org/abs/2407.01521.",,35,,,JWuvMH2eUA,already_cited,TFG: Unified Training-Free Guidance for Diffusion Models
"Please find below some (recent) works which could be added and discussed: - TFG: Unified Training-Free Guidance for Diffusion Models (https://arxiv.org/pdf/2409.15761) - A Survey on Diffusion Models for Inverse Problems (https://arxiv.org/pdf/2410.00083) - Extending RePaint, it would be interesting to mention further resampling-based methods; see, e.g., https://arxiv.org/abs/2305.08995, https://arxiv.org/abs/2307.08123, https://arxiv.org/abs/2403.06054, and https://arxiv.org/abs/2407.01521.",,35,,,JWuvMH2eUA,not_in_pool_after_cutoff,https://arxiv.org/pdf/2409.15761
"Please find below some (recent) works which could be added and discussed: - TFG: Unified Training-Free Guidance for Diffusion Models (https://arxiv.org/pdf/2409.15761) - A Survey on Diffusion Models for Inverse Problems (https://arxiv.org/pdf/2410.00083) - Extending RePaint, it would be interesting to mention further resampling-based methods; see, e.g., https://arxiv.org/abs/2305.08995, https://arxiv.org/abs/2307.08123, https://arxiv.org/abs/2403.06054, and https://arxiv.org/abs/2407.01521.",,35,,,JWuvMH2eUA,already_cited,A Survey on Diffusion Models for Inverse Problems
"Please find below some (recent) works which could be added and discussed: - TFG: Unified Training-Free Guidance for Diffusion Models (https://arxiv.org/pdf/2409.15761) - A Survey on Diffusion Models for Inverse Problems (https://arxiv.org/pdf/2410.00083) - Extending RePaint, it would be interesting to mention further resampling-based methods; see, e.g., https://arxiv.org/abs/2305.08995, https://arxiv.org/abs/2307.08123, https://arxiv.org/abs/2403.06054, and https://arxiv.org/abs/2407.01521.",,35,,,JWuvMH2eUA,not_in_pool_after_cutoff,https://arxiv.org/pdf/2410.00083
"Please find below some (recent) works which could be added and discussed: - TFG: Unified Training-Free Guidance for Diffusion Models (https://arxiv.org/pdf/2409.15761) - A Survey on Diffusion Models for Inverse Problems (https://arxiv.org/pdf/2410.00083) - Extending RePaint, it would be interesting to mention further resampling-based methods; see, e.g., https://arxiv.org/abs/2305.08995, https://arxiv.org/abs/2307.08123, https://arxiv.org/abs/2403.06054, and https://arxiv.org/abs/2407.01521.",,35,,,JWuvMH2eUA,not_in_pool_after_cutoff,https://arxiv.org/abs/2305.08995
"Please find below some (recent) works which could be added and discussed: - TFG: Unified Training-Free Guidance for Diffusion Models (https://arxiv.org/pdf/2409.15761) - A Survey on Diffusion Models for Inverse Problems (https://arxiv.org/pdf/2410.00083) - Extending RePaint, it would be interesting to mention further resampling-based methods; see, e.g., https://arxiv.org/abs/2305.08995, https://arxiv.org/abs/2307.08123, https://arxiv.org/abs/2403.06054, and https://arxiv.org/abs/2407.01521.",,35,,,JWuvMH2eUA,not_in_pool_after_cutoff,https://arxiv.org/abs/2307.08123
"Please find below some (recent) works which could be added and discussed: - TFG: Unified Training-Free Guidance for Diffusion Models (https://arxiv.org/pdf/2409.15761) - A Survey on Diffusion Models for Inverse Problems (https://arxiv.org/pdf/2410.00083) - Extending RePaint, it would be interesting to mention further resampling-based methods; see, e.g., https://arxiv.org/abs/2305.08995, https://arxiv.org/abs/2307.08123, https://arxiv.org/abs/2403.06054, and https://arxiv.org/abs/2407.01521.",,35,,,JWuvMH2eUA,not_in_pool_after_cutoff,https://arxiv.org/abs/2403.06054
"Please find below some (recent) works which could be added and discussed: - TFG: Unified Training-Free Guidance for Diffusion Models (https://arxiv.org/pdf/2409.15761) - A Survey on Diffusion Models for Inverse Problems (https://arxiv.org/pdf/2410.00083) - Extending RePaint, it would be interesting to mention further resampling-based methods; see, e.g., https://arxiv.org/abs/2305.08995, https://arxiv.org/abs/2307.08123, https://arxiv.org/abs/2403.06054, and https://arxiv.org/abs/2407.01521.",,35,,,JWuvMH2eUA,not_in_pool_after_cutoff,https://arxiv.org/abs/2407.01521
"The core advantage of federated learning is to enhance the privacy... : it should be noted that local storage is not sufficient to prevent data from being leaked. It would be worth mentioning works on differentially private federated learning without a trusted server, e.g. [1] and [2] cited below. These works are also relevant to the discussion in section 6.4.1 about trusted third party approaches being vulnerable to inference attacks.",,36,,,HxQj4r7MNw,not_in_pool_after_cutoff,"Lowy, Andrew, and Meisam Razaviyayn. ""Private Federated Learning Without a Trusted Server: Optimal Algorithms for Convex Losses."" The Eleventh International Conference on Learning Representations. 2023."
"The core advantage of federated learning is to enhance the privacy... : it should be noted that local storage is not sufficient to prevent data from being leaked. It would be worth mentioning works on differentially private federated learning without a trusted server, e.g. [1] and [2] cited below. These works are also relevant to the discussion in section 6.4.1 about trusted third party approaches being vulnerable to inference attacks.",,36,,,HxQj4r7MNw,not_in_pool_after_cutoff,"Lowy, Andrew, Ali Ghafelebashi, and Meisam Razaviyayn. ""Private non-convex federated learning without a trusted server."" International Conference on Artificial Intelligence and Statistics. PMLR, 2023."
Some state-of-the-art works are missing. Please see Requested Changes.,,38,,,3KhbiYY8D3,not_in_pool_after_cutoff,"Robert Tjarko Lange, Tom Schaul, Yutian Chen, Tom Zahavy, Valentin Dalibard, Chris Lu, Satinder Singh, Sebastian Flennerhag: Discovering Evolution Strategies via Meta-Black-Box Optimization. ICLR 2023"
Some state-of-the-art works are missing. Please see Requested Changes.,,38,,,3KhbiYY8D3,not_in_pool_after_cutoff,"Mudita Sharma, Alexandros Komninos, Manuel López-Ibáñez, and Dimitar Kazakov. 2019. Deep reinforcement learning based parameter control in differential evolution. In Proceedings of the Genetic and Evolutionary Computation Conference (GECCO '19). Association for Computing Machinery, New York, NY, USA, 709–717. https://doi.org/10.1145/3321707.3321813"
Some state-of-the-art works are missing. Please see Requested Changes.,,38,,,3KhbiYY8D3,not_in_pool_after_cutoff,"J. Sun, X. Liu, T. Bäck and Z. Xu, ""Learning Adaptive Differential Evolution Algorithm From Optimization Experiences by Policy Gradient,"" in IEEE Transactions on Evolutionary Computation, vol. 25, no. 4, pp. 666-680, Aug. 2021, doi: 10.1109/TEVC.2021.3060811."
Some state-of-the-art works are missing. Please see Requested Changes.,,38,,,3KhbiYY8D3,not_in_pool_after_cutoff,"Shala, G., Biedenkapp, A., Awad, N., Adriaensen, S., Lindauer, M., Hutter, F. (2020). Learning Step-Size Adaptation in CMA-ES. In: Bäck, T., et al. Parallel Problem Solving from Nature – PPSN XVI. PPSN 2020. Lecture Notes in Computer Science, vol 12269. Springer, Cham. https://doi.org/10.1007/978-3-030-58112-1_48"
"Miscellaneous missing references: 
- Distillation: Yin et al. One-step Diffusion with Distribution Matching Distillation, CVPR 2024
- Caching: Shen et al. MD-DiT: Step-aware Mixture-of-Depths for Efficient Diffusion Transformers, AFM Workshop NeurIPS 2024; $\Delta$-DiT: Accelerating Diffusion Transformers without training via Denoising Property Alignment-DiT: Accelerating Diffusion Transformers without training via Denoising Property Alignment, Chen et al. 2024
- Parallel Inference: Kodaira et al. StreamDiffusion: A Pipeline-level Solution for Real-time Interactive Generation, 2023
- Efficient Sampling: Xu et al. Restart Sampling for Improving Generative Processes, NeurIPS 2023",,41,,,71x7kVl3zP,not_in_pool_after_cutoff,"Yin et al. One-step Diffusion with Distribution Matching Distillation, CVPR 2024"
"Miscellaneous missing references: 
- Distillation: Yin et al. One-step Diffusion with Distribution Matching Distillation, CVPR 2024
- Caching: Shen et al. MD-DiT: Step-aware Mixture-of-Depths for Efficient Diffusion Transformers, AFM Workshop NeurIPS 2024; $\Delta$-DiT: Accelerating Diffusion Transformers without training via Denoising Property Alignment-DiT: Accelerating Diffusion Transformers without training via Denoising Property Alignment, Chen et al. 2024
- Parallel Inference: Kodaira et al. StreamDiffusion: A Pipeline-level Solution for Real-time Interactive Generation, 2023
- Efficient Sampling: Xu et al. Restart Sampling for Improving Generative Processes, NeurIPS 2023",,41,,,71x7kVl3zP,not_in_pool_after_cutoff,"Shen et al. MD-DiT: Step-aware Mixture-of-Depths for Efficient Diffusion Transformers, AFM Workshop NeurIPS 2024"
"Miscellaneous missing references: 
- Distillation: Yin et al. One-step Diffusion with Distribution Matching Distillation, CVPR 2024
- Caching: Shen et al. MD-DiT: Step-aware Mixture-of-Depths for Efficient Diffusion Transformers, AFM Workshop NeurIPS 2024; $\Delta$-DiT: Accelerating Diffusion Transformers without training via Denoising Property Alignment-DiT: Accelerating Diffusion Transformers without training via Denoising Property Alignment, Chen et al. 2024
- Parallel Inference: Kodaira et al. StreamDiffusion: A Pipeline-level Solution for Real-time Interactive Generation, 2023
- Efficient Sampling: Xu et al. Restart Sampling for Improving Generative Processes, NeurIPS 2023",,41,,,71x7kVl3zP,not_in_pool_after_cutoff,"Chen et al. $\Delta$-DiT: Accelerating Diffusion Transformers without training via Denoising Property Alignment, 2024"
"Miscellaneous missing references: 
- Distillation: Yin et al. One-step Diffusion with Distribution Matching Distillation, CVPR 2024
- Caching: Shen et al. MD-DiT: Step-aware Mixture-of-Depths for Efficient Diffusion Transformers, AFM Workshop NeurIPS 2024; $\Delta$-DiT: Accelerating Diffusion Transformers without training via Denoising Property Alignment-DiT: Accelerating Diffusion Transformers without training via Denoising Property Alignment, Chen et al. 2024
- Parallel Inference: Kodaira et al. StreamDiffusion: A Pipeline-level Solution for Real-time Interactive Generation, 2023
- Efficient Sampling: Xu et al. Restart Sampling for Improving Generative Processes, NeurIPS 2023",,41,,,71x7kVl3zP,not_in_pool_after_cutoff,"Kodaira et al. StreamDiffusion: A Pipeline-level Solution for Real-time Interactive Generation, 2023"
"Miscellaneous missing references: 
- Distillation: Yin et al. One-step Diffusion with Distribution Matching Distillation, CVPR 2024
- Caching: Shen et al. MD-DiT: Step-aware Mixture-of-Depths for Efficient Diffusion Transformers, AFM Workshop NeurIPS 2024; $\Delta$-DiT: Accelerating Diffusion Transformers without training via Denoising Property Alignment-DiT: Accelerating Diffusion Transformers without training via Denoising Property Alignment, Chen et al. 2024
- Parallel Inference: Kodaira et al. StreamDiffusion: A Pipeline-level Solution for Real-time Interactive Generation, 2023
- Efficient Sampling: Xu et al. Restart Sampling for Improving Generative Processes, NeurIPS 2023",,41,,,71x7kVl3zP,not_in_pool_after_cutoff,"Xu et al. Restart Sampling for Improving Generative Processes, NeurIPS 2023"
"Another line of work, model architecture for efficient reasoning should also be considered. Works such as NSA[1], MOBA[2], Mamba[3] allow more efficient inference thus improved reasoning efficiency as well.",,42,,,HmFGkxQ2Pq,not_in_pool_after_cutoff,Native Sparse Attention: Hardware-Aligned and Natively Trainable Sparse Attention
"Another line of work, model architecture for efficient reasoning should also be considered. Works such as NSA[1], MOBA[2], Mamba[3] allow more efficient inference thus improved reasoning efficiency as well.",,42,,,HmFGkxQ2Pq,already_cited,MoBA: Mixture of Block Attention for Long-Context LLMs
"Another line of work, model architecture for efficient reasoning should also be considered. Works such as NSA[1], MOBA[2], Mamba[3] allow more efficient inference thus improved reasoning efficiency as well.",,42,,,HmFGkxQ2Pq,already_cited,Mamba: Linear-Time Sequence Modeling with Selective State Spaces
"Some related surveys[4,5] should be cited and discussed, especially where does this survey differs from them and the unique contribution it made.",W4415330016,42,0.0,137,HmFGkxQ2Pq,pool_candidate,"A survey of efficient reasoning for large reasoning models: Language, multimodality, and beyond"
"Some related surveys[4,5] should be cited and discussed, especially where does this survey differs from them and the unique contribution it made.",,42,,,HmFGkxQ2Pq,not_in_pool_after_cutoff,Towards reasoning era: A survey of long chain-of-thought for reasoning large language models.
"In efficient fine-tuning (e.g., Section 2.3.1), the line of work on hypertuning (https://arxiv.org/abs/2211.12485) could be relevant.",,43,,,Ea4N9MT3jd,not_in_pool_after_cutoff,Hypertuning (arXiv:2211.12485)
"In long-context LLM (Section 2.5.3), I wonder if Memwalker (https://arxiv.org/abs/2310.05029), RAPTOR (https://arxiv.org/abs/2401.18059) are relevant, as well as other recent methods that traverse a memory tree / memory document. More recently (I understand this just came out), gist memory: https://arxiv.org/pdf/2402.09727.pdf.",,43,,,Ea4N9MT3jd,not_in_pool_after_cutoff,Memwalker (arXiv:2310.05029)
"In long-context LLM (Section 2.5.3), I wonder if Memwalker (https://arxiv.org/abs/2310.05029), RAPTOR (https://arxiv.org/abs/2401.18059) are relevant, as well as other recent methods that traverse a memory tree / memory document. More recently (I understand this just came out), gist memory: https://arxiv.org/pdf/2402.09727.pdf.",,43,,,Ea4N9MT3jd,not_in_pool_after_cutoff,RAPTOR (arXiv:2401.18059)
"In long-context LLM (Section 2.5.3), I wonder if Memwalker (https://arxiv.org/abs/2310.05029), RAPTOR (https://arxiv.org/abs/2401.18059) are relevant, as well as other recent methods that traverse a memory tree / memory document. More recently (I understand this just came out), gist memory: https://arxiv.org/pdf/2402.09727.pdf.",,43,,,Ea4N9MT3jd,not_in_pool_after_cutoff,gist memory (arXiv:2402.09727)
"Papers such as GraphLIME, or GCExplainer, for example, are worth discussing.",,45,,,5wud7gkSZu,not_in_pool_after_cutoff,GraphLIME
"Papers such as GraphLIME, or GCExplainer, for example, are worth discussing.",,45,,,5wud7gkSZu,not_in_pool_after_cutoff,GCExplainer
"The author has not cited other surveys about data distillation, including 'A Survey on Dataset Distillation: Approaches, Applications and Future Directions' which has been accepted by IJCAI 2023, and 'A Comprehensive Survey of Dataset Distillation' (https://arxiv.org/pdf/2301.05603.pdf).",,48,,,V6CUiUPBuS,not_in_pool_after_cutoff,"A Survey on Dataset Distillation: Approaches, Applications and Future Directions"
"The author has not cited other surveys about data distillation, including 'A Survey on Dataset Distillation: Approaches, Applications and Future Directions' which has been accepted by IJCAI 2023, and 'A Comprehensive Survey of Dataset Distillation' (https://arxiv.org/pdf/2301.05603.pdf).",,48,,,V6CUiUPBuS,not_in_pool_after_cutoff,A Comprehensive Survey of Dataset Distillation
The survey may omit several relevant survey or benchmark studies on privacy risks and preservation in XAI: [1-3],,49,,,teiWmplX8h,not_in_pool_after_cutoff,"A Survey of Privacy-Preserving Model Explanations: Privacy Risks, Attacks, and Countermeasures"
The survey may omit several relevant survey or benchmark studies on privacy risks and preservation in XAI: [1-3],,49,,,teiWmplX8h,already_cited,Privacy-Preserving Explainable AI: A Survey
The survey may omit several relevant survey or benchmark studies on privacy risks and preservation in XAI: [1-3],,49,,,teiWmplX8h,not_in_pool_after_cutoff,Privacy Meets Explainability: A Comprehensive Impact Benchmark.
"Update Section 2.4 to include recent/similar contributions such asref listed below. Include how this work differs overlaps.

	- Noppel, M., & Wressnegger, C. (2024, August). A Brief Systematization of Explanation-Aware Attacks. In German Conference on Artificial Intelligence (Künstliche Intelligenz) (pp. 350-354). Cham: Springer Nature Switzerland.

	- Nguyen, T. T., Huynh, T. T., Ren, Z., Nguyen, T. T., Nguyen, P. L., Yin, H., & Nguyen, Q. V. H. (2024). A survey of privacy-preserving model explanations: Privacy risks, attacks, and countermeasures. arXiv preprint arXiv:2404.00673.

	- Baniecki, H., & Biecek, P. (2024). Adversarial attacks and defenses in explainable artificial intelligence: A survey. Information Fusion, 107, 102303.",,49,,,fEa5eBym0x,not_in_pool_after_cutoff,"Noppel, M., & Wressnegger, C. (2024, August). A Brief Systematization of Explanation-Aware Attacks. In German Conference on Artificial Intelligence (Künstliche Intelligenz) (pp. 350-354). Cham: Springer Nature Switzerland."
"Update Section 2.4 to include recent/similar contributions such asref listed below. Include how this work differs overlaps.

	- Noppel, M., & Wressnegger, C. (2024, August). A Brief Systematization of Explanation-Aware Attacks. In German Conference on Artificial Intelligence (Künstliche Intelligenz) (pp. 350-354). Cham: Springer Nature Switzerland.

	- Nguyen, T. T., Huynh, T. T., Ren, Z., Nguyen, T. T., Nguyen, P. L., Yin, H., & Nguyen, Q. V. H. (2024). A survey of privacy-preserving model explanations: Privacy risks, attacks, and countermeasures. arXiv preprint arXiv:2404.00673.

	- Baniecki, H., & Biecek, P. (2024). Adversarial attacks and defenses in explainable artificial intelligence: A survey. Information Fusion, 107, 102303.",,49,,,fEa5eBym0x,not_in_pool_after_cutoff,"Nguyen, T. T., Huynh, T. T., Ren, Z., Nguyen, T. T., Nguyen, P. L., Yin, H., & Nguyen, Q. V. H. (2024). A survey of privacy-preserving model explanations: Privacy risks, attacks, and countermeasures. arXiv preprint arXiv:2404.00673."
"Update Section 2.4 to include recent/similar contributions such asref listed below. Include how this work differs overlaps.

	- Noppel, M., & Wressnegger, C. (2024, August). A Brief Systematization of Explanation-Aware Attacks. In German Conference on Artificial Intelligence (Künstliche Intelligenz) (pp. 350-354). Cham: Springer Nature Switzerland.

	- Nguyen, T. T., Huynh, T. T., Ren, Z., Nguyen, T. T., Nguyen, P. L., Yin, H., & Nguyen, Q. V. H. (2024). A survey of privacy-preserving model explanations: Privacy risks, attacks, and countermeasures. arXiv preprint arXiv:2404.00673.

	- Baniecki, H., & Biecek, P. (2024). Adversarial attacks and defenses in explainable artificial intelligence: A survey. Information Fusion, 107, 102303.",,49,,,fEa5eBym0x,not_in_pool_after_cutoff,"Baniecki, H., & Biecek, P. (2024). Adversarial attacks and defenses in explainable artificial intelligence: A survey. Information Fusion, 107, 102303."
Expand literature coverage. The survey needs more comprehensive coverage and includes a discussion of Diffusion Policy and its data efficiency properties.,,51,,,ghk6rZp3cZ,not_in_pool_after_cutoff,Diffusion Policy
"Specifically, I recommend the authors discuss the theoretical underpinnings of domain shift by referencing ""Open set domain adaptation: Theoretical bound and algorithm"", and address how we might detect VLA reasoning failures across domains by discussing ""Beyond In-Domain Detection: SpikeScore for Cross-Domain Hallucination Detection"".",,51,,,sAipmhtlO7,not_in_pool_after_cutoff,Open set domain adaptation: Theoretical bound and algorithm
"Specifically, I recommend the authors discuss the theoretical underpinnings of domain shift by referencing ""Open set domain adaptation: Theoretical bound and algorithm"", and address how we might detect VLA reasoning failures across domains by discussing ""Beyond In-Domain Detection: SpikeScore for Cross-Domain Hallucination Detection"".",,51,,,sAipmhtlO7,not_in_pool_after_cutoff,Beyond In-Domain Detection: SpikeScore for Cross-Domain Hallucination Detection
"Some results are based on outdated papers and techniques, lacking references to more recent, improved analyses (e.g., see [1, 2] for recent advances on Adam and quasi-Newton methods, respectively). Theorem 12, for instance, relies on a 2016 that is likely outdated.",,53,,,c1Z6l9jrt3,not_in_pool_after_cutoff,Convergence of Adam under relaxed assumptions.
"Some results are based on outdated papers and techniques, lacking references to more recent, improved analyses (e.g., see [1, 2] for recent advances on Adam and quasi-Newton methods, respectively). Theorem 12, for instance, relies on a 2016 that is likely outdated.",,53,,,c1Z6l9jrt3,not_in_pool_after_cutoff,New results on superlinear convergence of classical quasi-Newton methods.
"When presenting the so-called adaptive unified (UA) algorithm, Défossez et al. (2022) should be cited. The current presentation may mislead readers into thinking that the formulation of UA is a novel contribution of this survey paper.",,53,,,PLz7NxXSpu,not_in_pool_after_cutoff,Défossez et al. (2022)
"Authors can add in a few sentences (in the introduction section or in the first-order algorithm section) about the following two threads of work on first-order algorithm, for instance. [1-2] focus on leveraging stochastic perturbation to imbue the first-order optimization methods to have probabilistic guarantee to converge to a local optimal point, which used to be an exclusive privilege of second-order algorithms. [3-5] focus on the format of Langevin dynamics for optimization.",,53,,,LLBznxx6Dm,not_in_pool_after_cutoff,"On Nonconvex Optimization for Machine Learning: Gradients, Stochasticity, and Saddle Points, Chi Jin, Praneeth Netrapalli, Rong Ge, Sham M. Kakade, Michael I. Jordan, ICML 2017"
"Authors can add in a few sentences (in the introduction section or in the first-order algorithm section) about the following two threads of work on first-order algorithm, for instance. [1-2] focus on leveraging stochastic perturbation to imbue the first-order optimization methods to have probabilistic guarantee to converge to a local optimal point, which used to be an exclusive privilege of second-order algorithms. [3-5] focus on the format of Langevin dynamics for optimization.",,53,,,LLBznxx6Dm,not_in_pool_after_cutoff,"Perturbed proximal descent to escape saddle points for non-convex and non-smooth objective functions, Huang and Becker, INND BDDL, 2019"
"Authors can add in a few sentences (in the introduction section or in the first-order algorithm section) about the following two threads of work on first-order algorithm, for instance. [1-2] focus on leveraging stochastic perturbation to imbue the first-order optimization methods to have probabilistic guarantee to converge to a local optimal point, which used to be an exclusive privilege of second-order algorithms. [3-5] focus on the format of Langevin dynamics for optimization.",,53,,,LLBznxx6Dm,not_in_pool_after_cutoff,"Non-Convex Learning via Stochastic Gradient Langevin Dynamics: A Nonasymptotic Analysis, Raginsky, Rakhlin, Telgarsky, 2017"
"Authors can add in a few sentences (in the introduction section or in the first-order algorithm section) about the following two threads of work on first-order algorithm, for instance. [1-2] focus on leveraging stochastic perturbation to imbue the first-order optimization methods to have probabilistic guarantee to converge to a local optimal point, which used to be an exclusive privilege of second-order algorithms. [3-5] focus on the format of Langevin dynamics for optimization.",,53,,,LLBznxx6Dm,not_in_pool_after_cutoff,"User-friendly guarantees for the Langevin Monte Carlo with inaccurate gradient, Dalalyan, Karagulyan, 2017"
"Authors can add in a few sentences (in the introduction section or in the first-order algorithm section) about the following two threads of work on first-order algorithm, for instance. [1-2] focus on leveraging stochastic perturbation to imbue the first-order optimization methods to have probabilistic guarantee to converge to a local optimal point, which used to be an exclusive privilege of second-order algorithms. [3-5] focus on the format of Langevin dynamics for optimization.",,53,,,LLBznxx6Dm,not_in_pool_after_cutoff,"Stochastic Gradient Langevin Dynamics with Variance Reduction, Huang, Becker, IJCNN, 2021"
"For second-order algorithms, [James Martens](https://scholar.google.com/citations?user=LlK_saMAAAAJ&hl=en) has a thread of work on Hessian-free style of methods, in particular [6]. It is an implicit methods leveraging conjugate gradients. This is an area authors seem to miss out.",,53,,,LLBznxx6Dm,not_in_pool_after_cutoff,"Deep learning via Hessian-free optimization, Martens, ICML 2010"
"Besides clearly clarifying the connection and difference between the algorithms discussed in section 4.1 and federated learning algorithms, it may be helpful to cite [1-2]",,53,,,LLBznxx6Dm,not_in_pool_after_cutoff,"Advances and Open Problems in Federated Learning, Kairouz et al., 2021"
"Besides clearly clarifying the connection and difference between the algorithms discussed in section 4.1 and federated learning algorithms, it may be helpful to cite [1-2]",,53,,,LLBznxx6Dm,not_in_pool_after_cutoff,"A Field Guide to Federated Optimization, Wang et al., 2021"
"[3-4] also discusses the technique of gradient tracking. [4], in particular, provides the method of induction to show the convergence of distributed SG tracking methods that distinguishes it from the cited work in the submission. For the thread of distributed optimization methods, variants on time-varying graph settings, incorporation of implicit optimization methods such as push-pull, asynchronous setting, I suggest authors dig into [Angelia Nedic's work](https://scholar.google.com/citations?user=86PxxsoAAAAJ&hl=en) a bit.",,53,,,LLBznxx6Dm,not_in_pool_after_cutoff,"Harnessing Smoothness to Accelerate Distributed Optimization, Qu and Li, 2017"
"[3-4] also discusses the technique of gradient tracking. [4], in particular, provides the method of induction to show the convergence of distributed SG tracking methods that distinguishes it from the cited work in the submission. For the thread of distributed optimization methods, variants on time-varying graph settings, incorporation of implicit optimization methods such as push-pull, asynchronous setting, I suggest authors dig into [Angelia Nedic's work](https://scholar.google.com/citations?user=86PxxsoAAAAJ&hl=en) a bit.",,53,,,LLBznxx6Dm,not_in_pool_after_cutoff,"Distributed Stochastic Gradient Tracking Methods, Pu and Nedic, 2020"
Missing reference: Can LLMs Generate Novel Research Ideas? A Large-Scale Human Study with 100+ NLP Researchers. ICLR 2025.,,54,,,XPTRZtSKFi,not_in_pool_after_cutoff,Can LLMs Generate Novel Research Ideas? A Large-Scale Human Study with 100+ NLP Researchers. ICLR 2025.
"A major limitation of this paper is that all cited works appear to be from 2024 or earlier. I suggest that the authors cite and discuss more recent papers on backdoor attacks and defenses, such as [r1, r2, r3].",,56,,,8NZ6vOv7gN,not_in_pool_after_cutoff,"Zhu et al. ""Towards Sample-specific Backdoor Attack with Clean Labels via Attribute Trigger."" TDSC 2025."
"A major limitation of this paper is that all cited works appear to be from 2024 or earlier. I suggest that the authors cite and discuss more recent papers on backdoor attacks and defenses, such as [r1, r2, r3].",,56,,,8NZ6vOv7gN,not_in_pool_after_cutoff,"Chen et al. ""REFINE: Inversion-Free Backdoor Defense via Model Reprogramming."" ICLR 2025."
"A major limitation of this paper is that all cited works appear to be from 2024 or earlier. I suggest that the authors cite and discuss more recent papers on backdoor attacks and defenses, such as [r1, r2, r3].",,56,,,8NZ6vOv7gN,not_in_pool_after_cutoff,"Hou et al. ""FLARE: Toward Universal Dataset Purification against Backdoor Attacks."" TIFS 2025."
What about references to QWEN and AudioFlamingo3 or other similar models not image-text only oriented?,,57,,,CfXpaMVbjV,not_in_pool_after_cutoff,QWEN
What about references to QWEN and AudioFlamingo3 or other similar models not image-text only oriented?,,57,,,CfXpaMVbjV,not_in_pool_after_cutoff,AudioFlamingo3
"why LLama, not even GPT which were the first, or other recent models?",,57,,,CfXpaMVbjV,not_in_pool_after_cutoff,GPT
"Authors must incorporate some literature on Graph Transformers, at the very least mentioning the known ones, like Rampášek et al. (2022), Ma et al. (2023), and Wu et al. (2022).",,58,,,wwZ1tBU3vq,not_in_pool_after_cutoff,Shehzad et al. (2024)
"Authors must incorporate some literature on Graph Transformers, at the very least mentioning the known ones, like Rampášek et al. (2022), Ma et al. (2023), and Wu et al. (2022).",,58,,,wwZ1tBU3vq,not_in_pool_after_cutoff,Rampášek et al. (2022)
"Authors must incorporate some literature on Graph Transformers, at the very least mentioning the known ones, like Rampášek et al. (2022), Ma et al. (2023), and Wu et al. (2022).",,58,,,wwZ1tBU3vq,not_in_pool_after_cutoff,Ma et al. (2023)
"Authors must incorporate some literature on Graph Transformers, at the very least mentioning the known ones, like Rampášek et al. (2022), Ma et al. (2023), and Wu et al. (2022).",,58,,,wwZ1tBU3vq,not_in_pool_after_cutoff,Wu et al. (2022)
Citing all the relevant works in these areas will be important. References: [1] Dense-CL CVPR 2021 https://arxiv.org/abs/2011.09157 . [2] Object-Aware Cropping for Self-Supervised Learning TMLR 2022 https://openreview.net/pdf?id=WXgJN7A69g .,,59,,,k0bNmPxd5y,not_in_pool_after_cutoff,Dense-CL CVPR 2021
Citing all the relevant works in these areas will be important. References: [1] Dense-CL CVPR 2021 https://arxiv.org/abs/2011.09157 . [2] Object-Aware Cropping for Self-Supervised Learning TMLR 2022 https://openreview.net/pdf?id=WXgJN7A69g .,,59,,,k0bNmPxd5y,not_in_pool_after_cutoff,Object-Aware Cropping for Self-Supervised Learning TMLR 2022
"Missing citation of another overview of ML for physics methods: Wang, R., Yu, R., ""Physics-Guided Deep Learning for Dynamical Systems: A Survey"", https://arxiv.org/pdf/2107.01272, 2023.",,60,,,QgfgKAskNn,not_in_pool_after_cutoff,Physics-Guided Deep Learning for Dynamical Systems: A Survey
