paper_id,forum_id,title,venue,accepted,scope_existence,gap_section_coverage,gap_volume_per_section,contrast_section_coverage,contrast_volume_per_section,synthesis_section_coverage,synthesis_volume_per_section,synthesis_to_summary_ratio,contribution_grounding,citation_density,citation_section_coverage,topic_breadth,content_sentence_count,integrity_internal,integrity_factual,integrity_taxonomy,integrity_argument,graph_usable,reference_ppr_mass,topic_community_coverage,graph_nodes,graph_edges,matched_citations
112,SxNMjbtdFm,A Comprehensive Survey of Contamination Detection Methods in Large Language Models,Accepted by TMLR,1,1.0,0.07317073170731707,0.07317073170731707,0.2682926829268293,0.4146341463414634,0.07317073170731707,0.07317073170731707,0.13043478260869565,0.0,0.27648578811369506,0.6341463414634146,41.0,361.0,0.0,0.0,0.0,0.0,1.0,0.9999998582689797,0.9999998582689797,1000.0,1978.0,8.0
113,yiqeh2ZYUh,Vision-and-Language Navigation Today and Tomorrow: A Survey in the Era of Foundation Models,Accepted by TMLR,1,1.0,0.14705882352941177,0.23529411764705882,0.4117647058823529,0.5,0.029411764705882353,0.029411764705882353,0.08333333333333333,1.0,0.4934640522875817,0.7352941176470589,34.0,295.0,2.0,0.0,0.0,0.0,1.0,0.6565138867414283,0.8855950191860609,1000.0,2880.0,10.0
114,Ss9MTTN7OL,Preserving Privacy in Large Language Models: A Survey on Current Threats and Solutions,Accepted by TMLR,1,1.0,0.1774193548387097,0.2903225806451613,0.532258064516129,1.8064516129032258,0.16129032258064516,0.16129032258064516,0.20833333333333334,1.0,0.14492753623188406,0.6451612903225806,62.0,1206.0,5.0,2.0,0.0,0.0,1.0,0.6035894835054247,0.9685373765078529,1000.0,2702.0,12.0
116,AXtFeYjboj,A Survey on the Possibilities & Impossibilities of AI-generated Text Detection,Accepted by TMLR,1,1.0,0.18,0.22,0.54,1.12,0.02,0.02,0.06666666666666667,0.0,0.1169284467713787,0.62,50.0,534.0,1.0,0.0,0.0,1.0,1.0,0.8547284708991569,0.9455231765871847,1000.0,1813.0,5.0
117,IhXM3g2gxg,A Short Survey on Importance Weighting for Machine Learning,Accepted by TMLR,1,0.0,0.045454545454545456,0.045454545454545456,0.3181818181818182,0.45454545454545453,0.13636363636363635,0.13636363636363635,0.6,0.0,0.4648648648648649,0.9090909090909091,22.0,353.0,2.0,2.0,0.0,0.0,1.0,0.5392107464679334,0.8779641781295959,1000.0,2469.0,5.0
142,hzsZY8ElG2,Self-Training: A Survey,Rejected by TMLR,0,1.0,0.041666666666666664,0.041666666666666664,0.3333333333333333,0.625,0.08333333333333333,0.125,0.17647058823529413,1.0,0.3009118541033435,0.75,24.0,311.0,0.0,1.0,0.0,0.0,1.0,0.5741554001468108,0.9780005241297345,1000.0,3249.0,15.0
144,1BqXkjNEGP,Autoregressive Models in Vision: A Survey,Accepted by TMLR,1,1.0,0.2153846153846154,0.27692307692307694,0.4461538461538462,0.8,0.18461538461538463,0.2153846153846154,0.56,1.0,0.2037037037037037,0.7230769230769231,65.0,723.0,1.0,1.0,0.0,1.0,1.0,0.7562236091585693,0.9414911142261,1000.0,2773.0,8.0
147,2ODDBObKjH,"Survey of Video Diffusion Models: Foundations, Implementations, and Applications",Accepted by TMLR,1,1.0,0.06818181818181818,0.06818181818181818,0.32954545454545453,0.5568181818181818,0.13636363636363635,0.14772727272727273,0.3939393939393939,1.0,0.21823204419889503,0.6704545454545454,88.0,1052.0,0.0,0.0,0.0,0.0,1.0,0.6540234430955707,0.9397144740168932,1000.0,4034.0,24.0
149,UwtXDttgsE,Prompt-based Adaptation in Large-scale Vision Models: A Survey,Accepted by TMLR,1,1.0,0.1111111111111111,0.1111111111111111,0.4666666666666667,0.8444444444444444,0.24444444444444444,0.3111111111111111,0.4,1.0,0.19732937685459942,0.7111111111111111,45.0,582.0,1.0,2.0,0.0,2.0,1.0,0.800663272332502,0.9390228241802048,1000.0,2396.0,7.0
150,gOk34vUHtz,A Survey of State Representation Learning for Deep Reinforcement Learning,Accepted by TMLR,1,0.0,0.15151515151515152,0.16666666666666666,0.36363636363636365,0.5757575757575758,0.06060606060606061,0.06060606060606061,0.4,0.0,0.20765027322404372,0.5303030303030303,66.0,508.0,2.0,0.0,1.0,0.0,1.0,0.5582482612543714,0.9812022780411768,1000.0,4140.0,9.0
151,rnCqbuIWnn,A Survey on Federated Fine-Tuning of Large Language Models,Accepted by TMLR,1,1.0,0.14583333333333334,0.22916666666666666,0.3541666666666667,0.5416666666666666,0.16666666666666666,0.1875,0.2647058823529412,1.0,0.2783661119515885,0.5833333333333334,48.0,551.0,1.0,2.0,1.0,0.0,1.0,0.7372241866730931,0.9272977617987328,1000.0,3556.0,8.0
153,lIsCS8b6zj,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Accepted by TMLR,1,1.0,0.11363636363636363,0.11363636363636363,0.5454545454545454,1.1363636363636365,0.045454545454545456,0.045454545454545456,0.125,0.0,0.20489296636085627,0.6590909090909091,44.0,618.0,1.0,0.0,0.0,2.0,1.0,0.7011135543121797,0.9501171066689272,1000.0,2477.0,8.0
155,xrO70E8UIZ,From Persona to Personalization: A Survey on Role-Playing Language Agents,Accepted by TMLR,1,0.0,0.08771929824561403,0.08771929824561403,0.42105263157894735,0.5964912280701754,0.07017543859649122,0.07017543859649122,0.26666666666666666,0.0,0.2845691382765531,0.5964912280701754,57.0,454.0,2.0,1.0,0.0,0.0,1.0,0.6269065997569527,0.9911235662570324,1000.0,2118.0,6.0
157,wZLWuFHxt5,A Survey of Recent Backdoor Attacks and Defenses in Large Language Models,Accepted by TMLR,1,1.0,0.043478260869565216,0.043478260869565216,0.5217391304347826,1.173913043478261,0.0,0.0,0.0,1.0,0.205,0.6956521739130435,23.0,344.0,1.0,0.0,0.0,1.0,1.0,0.5656811537276503,0.8911718121506023,1000.0,5230.0,7.0
158,BXDxwItNqQ,A Survey on Compositional Learning of AI Models: Theoretical and Experimental Practices,Accepted by TMLR,1,1.0,0.21212121212121213,0.36363636363636365,0.5454545454545454,0.8181818181818182,0.12121212121212122,0.12121212121212122,0.5714285714285714,0.0,0.24824355971896955,0.8787878787878788,33.0,346.0,0.0,3.0,0.0,2.0,1.0,0.6105562766556685,0.9567284751839632,1000.0,3102.0,4.0
159,3Wg1oErMcJ,Self-Supervised Visual Representation Learning for Medical Image Analysis: A Comprehensive Survey,Accepted by TMLR,1,1.0,0.02127659574468085,0.02127659574468085,0.30851063829787234,0.5638297872340425,0.02127659574468085,0.02127659574468085,0.10526315789473684,1.0,0.35538954108858056,0.648936170212766,94.0,869.0,0.0,0.0,0.0,0.0,1.0,0.5291928371613497,0.8424790255547584,1000.0,4091.0,5.0
162,FO3IA4lUEY,Generalized Out-of-Distribution Detection and Beyond in Vision Language Model Era: A Survey,Accepted by TMLR,1,1.0,0.078125,0.109375,0.40625,0.828125,0.03125,0.046875,0.09090909090909091,1.0,0.22750424448217318,0.734375,64.0,493.0,0.0,0.0,0.0,0.0,1.0,0.6356040252437737,0.9329423346328568,1000.0,2868.0,6.0
165,PUpZXvNqmb,From Identifiable Causal Representations to Controllable Counterfactual Generation: A Survey on Causal Generative Modeling,Accepted by TMLR,1,1.0,0.045112781954887216,0.06015037593984962,0.3458646616541353,0.47368421052631576,0.06015037593984962,0.06015037593984962,0.4,1.0,0.08843537414965986,0.6691729323308271,133.0,1375.0,1.0,0.0,0.0,1.0,1.0,0.8241650802613826,0.925098480059298,1000.0,1893.0,8.0
166,Mm2cMDl9r5,"Deep Generative Models for Offline Policy Learning: Tutorial, Survey, and Perspectives on Future Directions",Accepted by TMLR,1,1.0,0.18181818181818182,0.22077922077922077,0.6233766233766234,1.5974025974025974,0.11688311688311688,0.11688311688311688,0.11538461538461539,0.0,0.12478031634446397,0.5974025974025974,77.0,1385.0,0.0,1.0,1.0,0.0,1.0,0.5972412452832819,0.9347619547429655,1000.0,3341.0,13.0
167,sWlHhfijcS,A Survey on Graph Construction for Geometric Deep Learning in Medicine: Methods and Recommendations,Accepted by TMLR,1,1.0,0.05128205128205128,0.05128205128205128,0.4358974358974359,0.7948717948717948,0.05128205128205128,0.05128205128205128,0.06896551724137931,0.0,0.22344322344322345,0.7692307692307693,39.0,458.0,0.0,0.0,0.0,1.0,1.0,0.5268710855009061,0.8803347414426017,1000.0,4155.0,6.0
168,SlsZZ25InC,"A Survey of Frontiers in LLM Reasoning: Inference Scaling, Learning to Reason, and Agentic Systems",Accepted by TMLR,1,1.0,0.13414634146341464,0.14634146341463414,0.47560975609756095,0.8658536585365854,0.07317073170731707,0.08536585365853659,0.18421052631578946,1.0,0.23675675675675675,0.6829268292682927,82.0,889.0,2.0,0.0,0.0,0.0,1.0,0.6650272946314986,0.9322366994216739,1000.0,1529.0,5.0
172,x9VQFjtOPS,"A Survey on LLM Test-Time Compute via Search: Tasks, LLM Profiling, Search Algorithms, and Relevant Frameworks",Accepted by TMLR,1,1.0,0.010869565217391304,0.010869565217391304,0.391304347826087,0.7065217391304348,0.06521739130434782,0.06521739130434782,0.5454545454545454,1.0,0.08725761772853186,0.34782608695652173,92.0,686.0,0.0,0.0,0.0,0.0,1.0,0.9999994929554011,0.9999995471483349,1000.0,1703.0,3.0
173,oRNFjEmjvV,"A Unified Survey on Anomaly, Novelty, Open-Set, and Out- of-Distribution Detection: Solutions and Future Challenges",Rejected by TMLR,0,1.0,0.021505376344086023,0.03225806451612903,0.44086021505376344,0.7204301075268817,0.21505376344086022,0.24731182795698925,0.696969696969697,1.0,0.06672519754170325,0.40860215053763443,93.0,1037.0,0.0,0.0,0.0,0.0,1.0,0.5342404938429648,0.9778146009262024,1000.0,3721.0,8.0
176,BZPtFEEwxH,Offline Model-Based Optimization: Comprehensive Review,Rejected by TMLR,0,1.0,0.25,0.25,0.5625,1.2708333333333333,0.1875,0.1875,0.3333333333333333,1.0,0.22767857142857142,0.8541666666666666,48.0,653.0,0.0,0.0,0.0,0.0,1.0,0.6750007824374084,0.9846853668634384,1000.0,1960.0,7.0
177,MkPuV8qw8A,Explainability of Vision Transformers: A Comprehensive Review and New Perspectives,Rejected by TMLR,0,0.0,0.12,0.16,0.6,1.52,0.0,0.0,0.0,0.0,0.1568627450980392,0.6,25.0,388.0,0.0,0.0,0.0,0.0,1.0,0.5221804602526411,0.869779232742873,1000.0,6762.0,4.0
