paper_id,forum_id,title,venue,venue_id,accepted,scope_existence,gap_section_coverage,gap_volume_per_section,contrast_section_coverage,contrast_volume_per_section,synthesis_section_coverage,synthesis_volume_per_section,synthesis_to_summary_ratio,contribution_grounding,citation_density,citation_section_coverage,topic_breadth,content_sentence_count,integrity_internal,integrity_factual,integrity_taxonomy,integrity_argument
108,YdMrdhGx9y,A Survey on Causal Discovery Methods for I.I.D. and Time Series Data,Accepted by TMLR,TMLR,1,1.0,0.056818181818181816,0.056818181818181816,0.38636363636363635,0.6477272727272727,0.011363636363636364,0.011363636363636364,0.047619047619047616,1.0,0.09325946445060018,0.6363636363636364,88.0,1004.0,3.0,3.0,0.0,0.0
109,mYi6EWvFlR,"Long-Term Fairness Inquiries and Pursuits in Machine Learning: A Survey of Notions, Methods, and Challenges",Accepted by TMLR,TMLR,1,1.0,0.21212121212121213,0.24242424242424243,0.6060606060606061,1.0,0.18181818181818182,0.24242424242424243,0.2857142857142857,1.0,0.2457831325301205,0.7878787878787878,33.0,362.0,1.0,0.0,0.0,1.0
110,HvoG8SxggZ,Stop Overthinking: A Survey on Efficient Reasoning for Large Language Models,Accepted by TMLR,TMLR,1,0.0,0.05263157894736842,0.05263157894736842,0.34210526315789475,0.6052631578947368,0.05263157894736842,0.05263157894736842,0.2222222222222222,1.0,0.09174311926605505,0.3684210526315789,38.0,298.0,4.0,0.0,0.0,0.0
111,bNtr6SLgZf,A Survey of Temporal Credit Assignment in Deep Reinforcement Learning,Accepted by TMLR,TMLR,1,1.0,0.14754098360655737,0.14754098360655737,0.5245901639344263,1.540983606557377,0.21311475409836064,0.2786885245901639,0.2833333333333333,1.0,0.13506261180679785,0.6557377049180327,61.0,883.0,2.0,3.0,0.0,0.0
112,SxNMjbtdFm,A Comprehensive Survey of Contamination Detection Methods in Large Language Models,Accepted by TMLR,TMLR,1,1.0,0.07317073170731707,0.07317073170731707,0.2682926829268293,0.4146341463414634,0.07317073170731707,0.07317073170731707,0.13043478260869565,0.0,0.27648578811369506,0.6341463414634146,41.0,361.0,0.0,0.0,0.0,0.0
113,yiqeh2ZYUh,Vision-and-Language Navigation Today and Tomorrow: A Survey in the Era of Foundation Models,Accepted by TMLR,TMLR,1,1.0,0.14705882352941177,0.23529411764705882,0.4117647058823529,0.5,0.029411764705882353,0.029411764705882353,0.08333333333333333,1.0,0.4934640522875817,0.7352941176470589,34.0,295.0,2.0,0.0,0.0,0.0
114,Ss9MTTN7OL,Preserving Privacy in Large Language Models: A Survey on Current Threats and Solutions,Accepted by TMLR,TMLR,1,1.0,0.1774193548387097,0.2903225806451613,0.532258064516129,1.8064516129032258,0.16129032258064516,0.16129032258064516,0.20833333333333334,1.0,0.14492753623188406,0.6451612903225806,62.0,1206.0,5.0,2.0,0.0,0.0
116,AXtFeYjboj,A Survey on the Possibilities & Impossibilities of AI-generated Text Detection,Accepted by TMLR,TMLR,1,1.0,0.18,0.22,0.54,1.12,0.02,0.02,0.06666666666666667,0.0,0.1169284467713787,0.62,50.0,534.0,1.0,0.0,0.0,1.0
117,IhXM3g2gxg,A Short Survey on Importance Weighting for Machine Learning,Accepted by TMLR,TMLR,1,0.0,0.045454545454545456,0.045454545454545456,0.3181818181818182,0.45454545454545453,0.13636363636363635,0.13636363636363635,0.6,0.0,0.4648648648648649,0.9090909090909091,22.0,353.0,2.0,2.0,0.0,0.0
142,hzsZY8ElG2,Self-Training: A Survey,Rejected by TMLR,TMLR/Rejected,0,1.0,0.041666666666666664,0.041666666666666664,0.3333333333333333,0.625,0.08333333333333333,0.125,0.17647058823529413,1.0,0.3009118541033435,0.75,24.0,311.0,0.0,1.0,0.0,0.0
144,1BqXkjNEGP,Autoregressive Models in Vision: A Survey,Accepted by TMLR,TMLR,1,1.0,0.2153846153846154,0.27692307692307694,0.4461538461538462,0.8,0.18461538461538463,0.2153846153846154,0.56,1.0,0.2037037037037037,0.7230769230769231,65.0,723.0,1.0,1.0,0.0,1.0
146,GJDWPVqicN,A Comprehensive Survey on AI-based Methods for Patents,Rejected by TMLR,TMLR/Rejected,0,1.0,0.18518518518518517,0.18518518518518517,0.37037037037037035,0.5185185185185185,0.037037037037037035,0.037037037037037035,0.07142857142857142,1.0,0.07692307692307693,0.4444444444444444,27.0,252.0,1.0,0.0,0.0,0.0
147,2ODDBObKjH,"Survey of Video Diffusion Models: Foundations, Implementations, and Applications",Accepted by TMLR,TMLR,1,1.0,0.06818181818181818,0.06818181818181818,0.32954545454545453,0.5568181818181818,0.13636363636363635,0.14772727272727273,0.3939393939393939,1.0,0.21823204419889503,0.6704545454545454,88.0,1052.0,0.0,0.0,0.0,0.0
149,UwtXDttgsE,Prompt-based Adaptation in Large-scale Vision Models: A Survey,Accepted by TMLR,TMLR,1,1.0,0.1111111111111111,0.1111111111111111,0.4666666666666667,0.8444444444444444,0.24444444444444444,0.3111111111111111,0.4,1.0,0.19732937685459942,0.7111111111111111,45.0,582.0,1.0,2.0,0.0,2.0
150,gOk34vUHtz,A Survey of State Representation Learning for Deep Reinforcement Learning,Accepted by TMLR,TMLR,1,0.0,0.15151515151515152,0.16666666666666666,0.36363636363636365,0.5757575757575758,0.06060606060606061,0.06060606060606061,0.4,0.0,0.20765027322404372,0.5303030303030303,66.0,508.0,2.0,0.0,1.0,0.0
151,rnCqbuIWnn,A Survey on Federated Fine-Tuning of Large Language Models,Accepted by TMLR,TMLR,1,1.0,0.14583333333333334,0.22916666666666666,0.3541666666666667,0.5416666666666666,0.16666666666666666,0.1875,0.2647058823529412,1.0,0.2783661119515885,0.5833333333333334,48.0,551.0,1.0,2.0,1.0,0.0
152,RJT1baPhdV,Unleashing the Power of Data Tsunami: A Comprehensive Survey on Data Assessment and Selection for Instruction Tuning of Language Models,Accepted by TMLR,TMLR,1,1.0,0.11627906976744186,0.13953488372093023,0.46511627906976744,0.9302325581395349,0.20930232558139536,0.27906976744186046,0.2926829268292683,1.0,0.31095890410958904,0.5813953488372093,43.0,690.0,2.0,0.0,0.0,0.0
153,lIsCS8b6zj,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Accepted by TMLR,TMLR,1,1.0,0.11363636363636363,0.11363636363636363,0.5454545454545454,1.1363636363636365,0.045454545454545456,0.045454545454545456,0.125,0.0,0.20489296636085627,0.6590909090909091,44.0,618.0,1.0,0.0,0.0,2.0
155,xrO70E8UIZ,From Persona to Personalization: A Survey on Role-Playing Language Agents,Accepted by TMLR,TMLR,1,0.0,0.08771929824561403,0.08771929824561403,0.42105263157894735,0.5964912280701754,0.07017543859649122,0.07017543859649122,0.26666666666666666,0.0,0.2845691382765531,0.5964912280701754,57.0,454.0,2.0,1.0,0.0,0.0
157,wZLWuFHxt5,A Survey of Recent Backdoor Attacks and Defenses in Large Language Models,Accepted by TMLR,TMLR,1,1.0,0.043478260869565216,0.043478260869565216,0.5217391304347826,1.173913043478261,0.0,0.0,0.0,1.0,0.205,0.6956521739130435,23.0,344.0,1.0,0.0,0.0,1.0
158,BXDxwItNqQ,A Survey on Compositional Learning of AI Models: Theoretical and Experimental Practices,Accepted by TMLR,TMLR,1,1.0,0.21212121212121213,0.36363636363636365,0.5454545454545454,0.8181818181818182,0.12121212121212122,0.12121212121212122,0.5714285714285714,0.0,0.24824355971896955,0.8787878787878788,33.0,346.0,0.0,3.0,0.0,2.0
159,3Wg1oErMcJ,Self-Supervised Visual Representation Learning for Medical Image Analysis: A Comprehensive Survey,Accepted by TMLR,TMLR,1,1.0,0.02127659574468085,0.02127659574468085,0.30851063829787234,0.5638297872340425,0.02127659574468085,0.02127659574468085,0.10526315789473684,1.0,0.35538954108858056,0.648936170212766,94.0,869.0,0.0,0.0,0.0,0.0
160,kIuqPmS1b1,The Clever Hans Mirage: A Comprehensive Survey on Spurious Correlations in Machine Learning,Accepted by TMLR,TMLR,1,1.0,0.15217391304347827,0.1956521739130435,0.3695652173913043,0.6739130434782609,0.17391304347826086,0.1956521739130435,0.47368421052631576,0.0,0.2955032119914347,0.6521739130434783,46.0,432.0,1.0,0.0,0.0,2.0
161,USgQ38RG6G,"Semantic Mapping in Indoor Embodied AI - A Survey on Advances, Challenges, and Future Directions",Accepted by TMLR,TMLR,1,1.0,0.1724137931034483,0.19540229885057472,0.5747126436781609,1.103448275862069,0.05747126436781609,0.05747126436781609,0.22727272727272727,1.0,0.11390532544378698,0.26436781609195403,87.0,654.0,0.0,4.0,0.0,0.0
162,FO3IA4lUEY,Generalized Out-of-Distribution Detection and Beyond in Vision Language Model Era: A Survey,Accepted by TMLR,TMLR,1,1.0,0.078125,0.109375,0.40625,0.828125,0.03125,0.046875,0.09090909090909091,1.0,0.22750424448217318,0.734375,64.0,493.0,0.0,0.0,0.0,0.0
164,u0azVc9Y0y,A Survey on Model MoErging: Recycling and Routing Among Specialized Experts for Collaborative Learning,Accepted by TMLR,TMLR,1,1.0,0.08620689655172414,0.08620689655172414,0.4827586206896552,0.9482758620689655,0.05172413793103448,0.05172413793103448,0.2727272727272727,1.0,0.16252390057361377,0.5517241379310345,58.0,486.0,1.0,2.0,0.0,1.0
165,PUpZXvNqmb,From Identifiable Causal Representations to Controllable Counterfactual Generation: A Survey on Causal Generative Modeling,Accepted by TMLR,TMLR,1,1.0,0.045112781954887216,0.06015037593984962,0.3458646616541353,0.47368421052631576,0.06015037593984962,0.06015037593984962,0.4,1.0,0.08843537414965986,0.6691729323308271,133.0,1375.0,1.0,0.0,0.0,1.0
166,Mm2cMDl9r5,"Deep Generative Models for Offline Policy Learning: Tutorial, Survey, and Perspectives on Future Directions",Accepted by TMLR,TMLR,1,1.0,0.18181818181818182,0.22077922077922077,0.6233766233766234,1.5974025974025974,0.11688311688311688,0.11688311688311688,0.11538461538461539,0.0,0.12478031634446397,0.5974025974025974,77.0,1385.0,0.0,1.0,1.0,0.0
167,sWlHhfijcS,A Survey on Graph Construction for Geometric Deep Learning in Medicine: Methods and Recommendations,Accepted by TMLR,TMLR,1,1.0,0.05128205128205128,0.05128205128205128,0.4358974358974359,0.7948717948717948,0.05128205128205128,0.05128205128205128,0.06896551724137931,0.0,0.22344322344322345,0.7692307692307693,39.0,458.0,0.0,0.0,0.0,1.0
168,SlsZZ25InC,"A Survey of Frontiers in LLM Reasoning: Inference Scaling, Learning to Reason, and Agentic Systems",Accepted by TMLR,TMLR,1,1.0,0.13414634146341464,0.14634146341463414,0.47560975609756095,0.8658536585365854,0.07317073170731707,0.08536585365853659,0.18421052631578946,1.0,0.23675675675675675,0.6829268292682927,82.0,889.0,2.0,0.0,0.0,0.0
169,fHf4jbIfex,"Graph Theory-Based Deep Graph Similarity Learning: A Unified Survey of Pipeline, Techniques, and Challenges",Accepted by TMLR,TMLR,1,1.0,0.14285714285714285,0.25,0.5178571428571429,1.1607142857142858,0.17857142857142858,0.19642857142857142,0.44,1.0,0.1706896551724138,0.5357142857142857,56.0,544.0,0.0,1.0,0.0,1.0
170,LQ4OUb6sxe,"The Quest for the Right Mediator: A History, Survey, and Theoretical Grounding of Causal Interpretability",Rejected by TMLR,TMLR/Rejected,0,1.0,0.1724137931034483,0.2413793103448276,0.7931034482758621,1.4137931034482758,0.0,0.0,0.0,0.0,0.30686695278969955,0.8620689655172413,29.0,431.0,1.0,0.0,0.0,2.0
171,d7W38UzUg0,From Reasoning to Learning: A Survey on Hypothesis Discovery and Rule Learning with Large Language Models,Accepted by TMLR,TMLR,1,1.0,0.1935483870967742,0.1935483870967742,0.6774193548387096,1.2258064516129032,0.03225806451612903,0.03225806451612903,0.16666666666666666,1.0,0.18651685393258427,0.7419354838709677,31.0,337.0,0.0,0.0,0.0,0.0
172,x9VQFjtOPS,"A Survey on LLM Test-Time Compute via Search: Tasks, LLM Profiling, Search Algorithms, and Relevant Frameworks",Accepted by TMLR,TMLR,1,1.0,0.010869565217391304,0.010869565217391304,0.391304347826087,0.7065217391304348,0.06521739130434782,0.06521739130434782,0.5454545454545454,1.0,0.08725761772853186,0.34782608695652173,92.0,686.0,0.0,0.0,0.0,0.0
173,oRNFjEmjvV,"A Unified Survey on Anomaly, Novelty, Open-Set, and Out- of-Distribution Detection: Solutions and Future Challenges",Rejected by TMLR,TMLR/Rejected,0,1.0,0.021505376344086023,0.03225806451612903,0.44086021505376344,0.7204301075268817,0.21505376344086022,0.24731182795698925,0.696969696969697,1.0,0.06672519754170325,0.40860215053763443,93.0,1037.0,0.0,0.0,0.0,0.0
174,VynY6Bk03b,How to Reuse and Compose Knowledge for a Lifetime of Tasks: A Survey on Continual Learning and Functional Composition,Accepted by TMLR,TMLR,1,1.0,0.08823529411764706,0.08823529411764706,0.6176470588235294,1.2647058823529411,0.08823529411764706,0.08823529411764706,0.42857142857142855,0.0,0.2906815020862309,0.6764705882352942,34.0,585.0,0.0,0.0,0.0,0.0
176,BZPtFEEwxH,Offline Model-Based Optimization: Comprehensive Review,Rejected by TMLR,TMLR/Rejected,0,1.0,0.25,0.25,0.5625,1.2708333333333333,0.1875,0.1875,0.3333333333333333,1.0,0.22767857142857142,0.8541666666666666,48.0,653.0,0.0,0.0,0.0,0.0
177,MkPuV8qw8A,Explainability of Vision Transformers: A Comprehensive Review and New Perspectives,Rejected by TMLR,TMLR/Rejected,0,0.0,0.12,0.16,0.6,1.52,0.0,0.0,0.0,0.0,0.1568627450980392,0.6,25.0,388.0,0.0,0.0,0.0,0.0
179,VTgixSbrJI,"Hitchhiker's guide on the relation of Energy-Based Models with other generative models, sampling and statistical physics: a comprehensive review",Accepted by TMLR,TMLR,1,1.0,0.28,0.4,0.8,2.36,0.24,0.24,0.10344827586206896,0.0,0.12108108108108108,0.88,25.0,878.0,0.0,0.0,0.0,0.0
