file,evaluator,source_set,topic,prompt,weakness_index,severity,issue,location,judgment,is_correct,rationale,evidence
cc/cc_surveys/efficient_transformers_plain.json,cc,cc_surveys,efficient_transformers,plain,3,moderate,"The figures/ directory is empty — no supplementary diagrams or generated plots, further degrading the paper's readiness for a camera-ready submission",figures/ directory — exists but contains zero files,,,,
cc/cc_surveys/efficient_transformers_plain.json,cc,cc_surveys,efficient_transformers,plain,4,moderate,"Notable method coverage gaps: LUNA (Linear Attention via Unified Attention), StreamingLLM (attention sink concept), HyperAttention, gating-based linear RNNs (GRN, RetNet), and the co-design survey by Zhu et al.",Section 3 (Efficient Attention) and Section 6 (Alternative Architectures),,,,
cc/cc_surveys/efficient_transformers_plain.json,cc,cc_surveys,efficient_transformers,plain,5,moderate,"Table 1 conflates 'Complexity' across fundamentally different metrics — FlashAttention methods show O(n^2 d) but are marked 'No' for approximation, while Performer shows O(n d) with complexity also depending on feature dimension r; the table lacks columns for memory complexity and wall-clock characteristics that would clarify practical trade-offs","Table 1, Section 3 — \label{tab:attention_comparison}",,,,
cc/cc_surveys/efficient_transformers_plain.json,cc,cc_surveys,efficient_transformers,plain,6,moderate,"No quantitative comparison or benchmarking of the surveyed methods — no shared experimental setup, no plotted Pareto curves, no reproducible evaluation results across techniques",Throughout; Sections 3-6 discuss qualitative trends and individual method results but never compare methods head-to-head,,,,
cc/cc_surveys/efficient_transformers_plain.json,cc,cc_surveys,efficient_transformers,plain,7,minor,"Some references are misclassified or imprecise: Longformer cited as arXiv preprint without noting its EMNLP 2020 workshop publication; Sparse Sinkhorn lacks a full conference publication; the paper mixes conference, arXiv, and workshop entries without consistent categorization","references.bib entries for beltagy2020longformer, tay2020sparse",,,,
cc/cc_surveys/efficient_transformers_trustsurvey.json,cc,cc_surveys,efficient_transformers,trustsurvey,1,severe,"Contribution statement perfunctory and author metadata placeholder: the 'author' block contains only a generic placeholder ('Author Name' and affiliation), violating standard academic norms and potentially indicating an incomplete submission.",Section header 'Author Name' (lines 56-58),,,,
cc/cc_surveys/efficient_transformers_trustsurvey.json,cc,cc_surveys,efficient_transformers,trustsurvey,2,moderate,"Missing quantitative cross-method comparison: the survey's evaluation discussion is qualitative and anecdotal. No systematic benchmark-based performance table is provided for any method family (efficiency or accuracy). Table 1 shows only asymptotic complexity, not empirical throughput, memory, or quality numbers.","Table 1, Table 2 (lines 143-169, 229-246); Section VI-A 'When to Use What' (lines 365-379)",,,,
cc/cc_surveys/efficient_transformers_trustsurvey.json,cc,cc_surveys,efficient_transformers,trustsurvey,3,moderate,"SSM theoretical capacity claims unsubstantiated: the survey claims SSMs (S4, Mamba) can match or exceed Transformer quality on long-range tasks without providing empirical benchmark comparisons beyond Path-X. Assertions about SSMs 'challenging attention' (line 351) are stated with only partial evidence.",Section V-A (lines 326-339); Section V-D 'Impact on the Landscape' (lines 349-356),,,,
cc/cc_surveys/efficient_transformers_trustsurvey.json,cc,cc_surveys,efficient_transformers,trustsurvey,4,moderate,"Scope boundary not explicitly formalized: the stated coverage is '2019 through mid-2024' but there is no explicit search strategy, inclusion/exclusion criteria, venue scope, or language scope described. It is unclear why certain methods are included or excluded.",Abstract (lines 63-65); Introduction (lines 68-89),,,,
cc/cc_surveys/efficient_transformers_trustsurvey.json,cc,cc_surveys,efficient_transformers,trustsurvey,5,minor,"Limited systematic comparison tables: Tables 1 and 2 cover only 11 and 6 methods respectively, leaving many discussed methods (e.g., Adaptive Attention Span, MQA, GQA, RingAttention, Speculative Decoding, H3) without tabular comparison. This reduces the survey's value as a reference lookup.",Table 1 (lines 143-169); Table 2 (lines 229-246),,,,
cc/cc_surveys/efficient_transformers_trustsurvey.json,cc,cc_surveys,efficient_transformers,trustsurvey,6,minor,"Missing relevant method families from the 2022-2024 literature: the survey omits StreamingLLM (Xiao et al., 2023), which is highly relevant to efficient inference for extremely long sequences and has received significant attention. Also missing is Medusa (Cai et al., 2024) for speculative decoding.",Section IV 'System-Level Optimization' (lines 289-318),,,,
cc/cc_surveys/efficient_transformers_trustsurvey.json,cc,cc_surveys,efficient_transformers,trustsurvey,7,minor,"Longformer/BigBird complexity characterization may be misleading: Table 1 marks Longformer and BigBird as approximate ('Yes' in Approx? column) and states O(nw) / O(n) complexity, but the survey text claims these methods 'achieve state-of-the-art results on long-document NLP tasks' and 'extend sequence lengths up to 8x beyond what was previously possible' without quantifying accuracy trade-offs.",Table 1 (lines 143-169); Section II-B text on Longformer (lines 180-182) and BigBird (lines 182-183),,,,
cc/cc_surveys/embodied_ai_arise.json,cc,cc_surveys,embodied_ai,arise,1,moderate,No figures or visual aids despite having a figures/ directory,Throughout—figures directory is empty,,,,
cc/cc_surveys/embodied_ai_arise.json,cc,cc_surveys,embodied_ai,arise,2,moderate,"Incomplete citations: some entries have 'and others' or missing fields (e.g., brohan2022rt1, hu2023foundation, li2025safety, chen2021electra, lillicrap2015ddpg, hu2023foundation, xu2024survey)",references.bib,,,,
cc/cc_surveys/embodied_ai_arise.json,cc,cc_surveys,embodied_ai,arise,3,minor,Section 2.2 'Emergence of the Sense--Plan--Act Framework' is brief and could benefit from more algorithmic detail,Section 2.2 (lines 170-180),,,,
cc/cc_surveys/embodied_ai_arise.json,cc,cc_surveys,embodied_ai,arise,4,severe,Section on 'Visual Representations for Robotics' (lines 439-448) ends abruptly with incomplete sentence 'VIP (Value-Implicit Pre-training) and related approaches',"Section 4.5, lines 443-448",,,,
cc/cc_surveys/embodied_ai_plain.json,cc,cc_surveys,embodied_ai,plain,1,severe,A critical grammatical error in Section 5.4 (Open Challenges: Safety): the sentence 'robustly aligned with human values---is especially challenging...' is a sentence fragment with no main verb. It begins mid-sentence but does not state who or what is 'robustly aligned'. The preceding clause about RL reward hacking also lacks a main verb.,"Section 5.4, lines 574-579: 'An RL policy may learn reward-hacking behaviours...Safe exploration and constrained MDPs are active research areas...robustly aligned with human values---is especially challenging for long-horizon embodied tasks...'",,,,
cc/cc_surveys/embodied_ai_plain.json,cc,cc_surveys,embodied_ai,plain,2,moderate,"The taxonomy of embodied AI systems in Section 2.4 (Taxonomy of Embodied AI Systems) is purely descriptive, listing four axes without providing any quantitative breakdown of how the literature distributes across these categories. A survey of this scope would benefit from a table or figure mapping papers to these axes.","Section 2.4, lines 186-200",,,,
cc/cc_surveys/embodied_ai_plain.json,cc,cc_surveys,embodied_ai,plain,3,moderate,"Treatment of several significant recent advances is thin or missing: diffusion-based policies (Diffusion Policy), language-conditioned manipulation beyond SayCan/Code-as-Policies, dexterous in-hand manipulation literature beyond OpenAI's Rubik's cube, and the full set of cross-embodiment results from the Open X-Embodiment dataset beyond RT-X and Octo.","Sections 3 and 4 (Learning Paradigms, Perception/Representation, VLMs)",,,,
cc/cc_surveys/embodied_ai_plain.json,cc,cc_surveys,embodied_ai,plain,4,moderate,"Visual representations for robotics section (4.6, line 440) contains an incomplete reference: 'VIP (Value-Implicit Pre-training) and related approaches both explore...' — VIP is referenced without a citation and the sentence is structurally awkward.","Section 4.6, lines 440-448",,,,
cc/cc_surveys/embodied_ai_plain.json,cc,cc_surveys,embodied_ai,plain,5,minor,"Several arXiv preprints are cited for work that has since appeared in peer-reviewed venues. PPO (schulman2017proximal) should reference the 2017 arXiv version but note its journal/conference status. Similarly, the RoboCat paper is listed as a TMS journal article but uses 'others' for the author list rather than enumerating all authors, which is inconsistent with the rest of the bibliography.","Bibliography entries for schulman2017proximal, bousmalis2023robocat, brohan2022rt1, firoozi2025foundation, li2025safety, black2025pi0",,,,
cc/cc_surveys/embodied_ai_plain.json,cc,cc_surveys,embodied_ai,plain,6,moderate,"The paper has no figures or tables despite covering a field that is heavily visual (robot systems, architectures, sim environments, benchmark comparisons). Quantitative comparison tables for benchmarks or a taxonomy visualization would significantly strengthen the survey.",Throughout; no figures or tables are included,,,,
cc/cc_surveys/embodied_ai_plain.json,cc,cc_surveys,embodied_ai,plain,7,minor,"Duplicate bibliographic entries: tobin2017domain appears as a single entry but is cited twice in the text (Section 5.3), creating a redundancy in the reference list.","Section 5.3, line 523; references.bib contains a single tobin2017domain entry cited twice",,,,
cc/cc_surveys/embodied_ai_trustsurvey.json,cc,cc_surveys,embodied_ai,trustsurvey,1,moderate,"Scope/inclusion-criteria declaration missing: the survey claims comprehensive coverage but never states its search strategy, inclusion/exclusion criteria, time span, venue scope, or explicit topic exclusions.",Abstract (lines 68-83) and Section 1 ('Scope and Contribution'),,,,
cc/cc_surveys/embodied_ai_trustsurvey.json,cc,cc_surveys,embodied_ai,trustsurvey,2,moderate,"Method evaluation insufficient: no quantitative benchmark-based comparison of methods, no performance tables, and no metric-centric analysis evaluating methods against each other.",Section 5 ('Simulation Platforms and Benchmarks') and throughout,,,,
cc/cc_surveys/embodied_ai_trustsurvey.json,cc,cc_surveys,embodied_ai,trustsurvey,3,minor,"Hallucination / internal inconsistency: RoboCat is cited in the bibliography (bousmalis2023robocat) but not discussed anywhere in the survey body, despite being a major robot foundation model directly relevant to Section 4 ('Vision-Language-Action Models').","references.bib (line 659: Bousmalis et al. 2024 'RoboCat'), Section 4",,,,
cc/cc_surveys/embodied_ai_trustsurvey.json,cc,cc_surveys,embodied_ai,trustsurvey,4,minor,Missing specific VLA topics: recent state-of-the-art generalist robot policies π0 and World Action Models (WAMS) are cited in the bibliography but not discussed in the main text.,"references.bib (lines 741, 748) and Section 4",,,,
cc/cc_surveys/graph_neural_networks_arise.json,cc,cc_surveys,graph_neural_networks,arise,1,moderate,Survey lacks original novel contribution—the taxonomy and organization largely replicate prior surveys without introducing a substantially new perspective or framework,Section 3 (Taxonomy) and Section 8 (Future Directions),,,,
cc/cc_surveys/graph_neural_networks_arise.json,cc,cc_surveys,graph_neural_networks,arise,2,moderate,"Missing or placeholder figure for the architecture taxonomy diagram (line 128-136 shows commented-out figure code), undermining the visual legibility of the taxonomy",Section 3 intro (line 128-136),,,,
cc/cc_surveys/graph_neural_networks_arise.json,cc,cc_surveys,graph_neural_networks,arise,3,minor,"Some recent important papers (2022-2024) are underrepresented or missing: NIPS GNN papers, Graphormer official publication details, recent expressivity work",References section,,,,
cc/cc_surveys/graph_neural_networks_arise.json,cc,cc_surveys,graph_neural_networks,arise,4,minor,"Self-supervised graph learning (GraphCL, DGI, BGRL) covered lightly despite being a significant research direction in recent years","Section 5 (Applications), subsection on emerging areas",,,,
cc/cc_surveys/graph_neural_networks_arise.json,cc,cc_surveys,graph_neural_networks,arise,5,minor,Temporal/dynamic graph networks covered only briefly despite active recent research; parmar2022tgat cited but not deeply discussed,Section 5 (Applications),,,,
cc/cc_surveys/graph_neural_networks_arise.json,cc,cc_surveys,graph_neural_networks,arise,6,moderate,Reference [469] incomplete: 'Charles L. and others' is placeholder/broken citation,references.bib line 467-472,,,,
cc/cc_surveys/graph_neural_networks_arise.json,cc,cc_surveys,graph_neural_networks,arise,7,moderate,Reference [653] incomplete: 'and others' placeholder,references.bib line 652-657,,,,
cc/cc_surveys/graph_neural_networks_arise.json,cc,cc_surveys,graph_neural_networks,arise,8,minor,"Section on LLM+graphs integration (line 373) is cursory—given the significance of this direction in 2023-2024, more depth would strengthen the survey","Section 8 (Future Directions), line 373",,,,
cc/cc_surveys/graph_neural_networks_plain.json,cc,cc_surveys,graph_neural_networks,plain,1,moderate,"No visualizations included - taxonomy figure is only a placeholder/placeholder comment, reducing comprehension","Section 2, lines 128-135: Figure placeholder for taxonomy",,,,
cc/cc_surveys/graph_neural_networks_plain.json,cc,cc_surveys,graph_neural_networks,plain,2,moderate,BibTeX entries contain incomplete author names and suspicious citations,references.bib: 'Charles L. and others' (lines 467-472) and 'Hai Huang and others' (line 653),,,,
cc/cc_surveys/graph_neural_networks_plain.json,cc,cc_surveys,graph_neural_networks,plain,3,moderate,Self-supervised and unsupervised learning on graphs receives minimal coverage despite significant recent research,"Section 5-6: Only mentions DeepGraphInfomax, GraphCL briefly in applications of pre-training",,,,
cc/cc_surveys/graph_neural_networks_plain.json,cc,cc_surveys,graph_neural_networks,plain,4,moderate,Temporal/dynamic graphs section is extremely brief (single paper cited) despite a 2024 survey reference in bibliography,"Section 5.6 and references.bib: Only TGAT paper cited, no comprehensive treatment of dynamic graphs",,,,
cc/cc_surveys/graph_neural_networks_plain.json,cc,cc_surveys,graph_neural_networks,plain,5,minor,Some mathematical formulas have typographical issues with escaped characters affecting readability,"Throughout: Equation formatting (e.g., '\models' vs '\models')",,,,
cc/cc_surveys/graph_neural_networks_plain.json,cc,cc_surveys,graph_neural_networks,plain,6,minor,"Inconsistent subsection depth - Knowledge Graphs, Social Networks are very brief while Molecular Chemistry receives detailed treatment",Section 5: Knowledge Graphs (Section 5.6) and Social Networks (Section 5.5) each have only 2-3 paragraphs,,,,
cc/cc_surveys/graph_neural_networks_plain.json,cc,cc_surveys,graph_neural_networks,plain,7,minor,"Missing discussion of training techniques specific to GNNs (dropout variants, normalization strategies)",Section 2-4: Architectures focus on forward pass but don't discuss GNN-specific regularization,,,,
cc/cc_surveys/graph_neural_networks_trustsurvey.json,cc,cc_surveys,graph_neural_networks,trustsurvey,1,moderate,GATv2 citation incorrectly attributed to original GAT paper,Line 164: 'Subsequent extensions include GATv2~\cite{velickovic2018gat}',,,,
cc/cc_surveys/graph_neural_networks_trustsurvey.json,cc,cc_surveys,graph_neural_networks,trustsurvey,2,minor,Missing systematic method evaluation with benchmark comparisons,"Section 6.2 (Benchmarks and Evaluation), lines 333-335",,,,
cc/cc_surveys/graph_neural_networks_trustsurvey.json,cc,cc_surveys,graph_neural_networks,trustsurvey,3,minor,Missing inclusion/exclusion criteria and scope declaration,"Section 1.1 (Scope of this Survey), lines 84-85",,,,
cc/cc_surveys/graph_neural_networks_trustsurvey.json,cc,cc_surveys,graph_neural_networks,trustsurvey,4,moderate,Uncited bibliography entries suggesting incomplete coverage of mentioned topics,"references.bib: runwal2020sagpool, velickovic2019deepinfomax, you2020graphcl, thakoor2021bootstap, monti2017geometric, chen2019equivalence",,,,
cc/cc_surveys/graph_neural_networks_trustsurvey.json,cc,cc_surveys,graph_neural_networks,trustsurvey,5,minor,Missing specific recent references for key topics,"Section 3.3 (Graph Transformers), Section 5.3 (Physics Simulation), Section 7 (Open Challenges)",,,,
cc/cc_surveys/image-to-image_translation_arise.json,cc,cc_surveys,image-to-image_translation,arise,1,severe,"Currency cutoff: the most recent citation is DiT (2023 ICCV). The field has advanced significantly with Stable Diffusion 3, Flux, ControlNet, InfinitiEdit, HunyuanDiT, and numerous foundation model I2I papers from 2024-2026 that are absent.","Throughout; e.g., Section 4 (DiT is the most recent method discussed; Section 8 on future directions mentions foundation models but doesn't cite recent instantiations)",,,,
cc/cc_surveys/image-to-image_translation_arise.json,cc,cc_surveys,image-to-image_translation,arise,2,severe,"No figures present despite the paper covering visual tasks. The figures/ directory is empty. Image-to-image translation is inherently visual, and even basic architecture diagrams or method comparisons would significantly enhance readability and comprehension.","Throughout; e.g., Section 2 describes pix2pix and SPADE architectures without any accompanying figure; Section 3 (GAN-based methods) would benefit from a visual taxonomy",,,,
cc/cc_surveys/image-to-image_translation_arise.json,cc,cc_surveys,image-to-image_translation,arise,3,moderate,"The 'novelty' of this survey as a synthesized review is modest. While its taxonomies and loss-function categorization are useful, the paper does not introduce a fundamentally new framework, taxonomy, or conceptual synthesis that distinguishes it from existing I2I surveys.","Abstract and Introduction; the four contributions listed are standard survey offerings (unified taxonomy, architectural genealogy, loss evaluation taxonomy, open problems) without a distinctive or original framing",,,,
cc/cc_surveys/image-to-image_translation_arise.json,cc,cc_surveys,image-to-image_translation,arise,4,moderate,Gap identification is present but underdeveloped. The challenges section lists five open problems but does not delve deeply into WHY each is unsolved or what the most promising directions are versus dead ends.,"Section 8 (Open Challenges and Future Directions); e.g., 'evaluation standardization' is identified but not compared to existing proposals; 'controllability' is mentioned without analyzing recent conditional control methods (e.g., ControlNet) that partially address it",,,,
cc/cc_surveys/image-to-image_translation_arise.json,cc,cc_surveys,image-to-image_translation,arise,5,moderate,"Missing some notable methods: ControlNet (2023), InstructPix2Pix, MagicBrush, EDITBench, LaMa (deep image prior for inpainting), any method from 2024-2026. The encoder-based section covers only pSp and PTI, omitting e4e, HFGI, and other relevant inversion works.",Section 5 (Encoder-Based and StyleGAN Inversion Methods); Section 4 (Diffusion-Based) omits ControlNet and recent conditioning methods,,,,
cc/cc_surveys/image-to-image_translation_plain.json,cc,cc_surveys,image-to-image_translation,plain,1,severe,"Authors are anonymous, making it impossible to assess credibility, expertise, or institutional affiliation","Author block, lines 44-47",,,,
cc/cc_surveys/image-to-image_translation_plain.json,cc,cc_surveys,image-to-image_translation,plain,2,moderate,No comparison tables or quantitative method comparisons; the reader must mentally integrate method characteristics across narrative descriptions,Throughout Sections 2-4,,,,
cc/cc_surveys/image-to-image_translation_plain.json,cc,cc_surveys,image-to-image_translation,plain,3,moderate,"Several significant recent methods are absent or undiscussed: ControlNet, InstructPix2Pix, LoRA-based translation, SOTA text-to-image models (SDXL, DALL-E 3), and 2024+ developments",Section 2 (GAN-based) and Section 3 (Diffusion-based),,,,
cc/cc_surveys/image-to-image_translation_plain.json,cc,cc_surveys,image-to-image_translation,plain,4,minor,"Lacks a summary table mapping tasks (colorization, style transfer, semantic synthesis, etc.) to best-performing methods",Paper overall; missing from applications section,,,,
cc/cc_surveys/image-to-image_translation_plain.json,cc,cc_surveys,image-to-image_translation,plain,5,minor,Video-to-video translation and 3D-aware I2I translation receive only brief mention despite active research in these areas,"Section 6 (Open Challenges), lines 429-431",,,,
cc/cc_surveys/image-to-image_translation_plain.json,cc,cc_surveys,image-to-image_translation,plain,6,minor,"Missing conventional survey elements: author contributions, acknowledgments, conflict of interest statement",End of document before references,,,,
cc/cc_surveys/image-to-image_translation_trustsurvey.json,cc,cc_surveys,image-to-image_translation,trustsurvey,1,severe,No systematic cross-method quantitative comparison. Methods are described individually per category but no table compares FID/LPIPS/KID scores across methods on common benchmarks.,Section 2-4 (GAN-based and Diffusion-based methods); Section 5 (Evaluation),,,,
cc/cc_surveys/image-to-image_translation_trustsurvey.json,cc,cc_surveys,image-to-image_translation,trustsurvey,2,moderate,"Scope declaration missing: no search strategy, inclusion/exclusion criteria, time span, or venue scope stated",Introduction,,,,
cc/cc_surveys/image-to-image_translation_trustsurvey.json,cc,cc_surveys,image-to-image_translation,trustsurvey,3,severe,"Missing significant recent methods: ControlNet and InstructPix2Pix, which are highly relevant to I2I translation",Section 4 (Diffusion-Based I2I Translation),,,,
cc/cc_surveys/image-to-image_translation_trustsurvey.json,cc,cc_surveys,image-to-image_translation,trustsurvey,4,moderate,"Missing CUT (Contrastive Unpaired Translation), a significant unpaired I2I method",Section 2.2 (Unpaired Translation Methods),,,,
cc/cc_surveys/image-to-image_translation_trustsurvey.json,cc,cc_surveys,image-to-image_translation,trustsurvey,5,minor,Missing MUNIT and UNIT frameworks for multi-modal unpaired translation,Section 2.2 (Unpaired Translation Methods),,,,
cc/cc_surveys/information_extraction_arise.json,cc,cc_surveys,information_extraction,arise,1,severe,"Placeholder author information - generic 'Author Name', 'Affiliation', 'email@example.com'",Author affiliation block on title page,,,,
cc/cc_surveys/information_extraction_arise.json,cc,cc_surveys,information_extraction,arise,2,severe,No figures or tables present despite explicit mention of visual aids in the rubric; figures directory is empty,"The survey claims to use visual aids but contains no diagrams, performance comparison tables, or architectural figures",,,,
cc/cc_surveys/information_extraction_arise.json,cc,cc_surveys,information_extraction,arise,3,moderate,Limited critical analysis - paper is largely descriptive rather than evaluative; lacks rigorous comparison of approaches,Throughout the paper - sections tend to list methods chronologically without deep critical comparison of strengths/weaknesses,,,,
cc/cc_surveys/information_extraction_arise.json,cc,cc_surveys,information_extraction,arise,4,moderate,Some redundancy - NER section extensively duplicates content covered in Neural Architectures section about BERT,Section 2.4 (Pre-trained Language Models for NER) and Section 5.3 (Transformer Architecture and BERT) repeat similar content,,,,
cc/cc_surveys/information_extraction_arise.json,cc,cc_surveys,information_extraction,arise,5,moderate,"Surface-level treatment of some advanced topics - e.g., few-shot/zero-shot learning and LLM limitations are mentioned but not deeply analyzed",Section 5.3 covers LLMs briefly; Section 8.3 mentions in-context learning limitations without rigorous analysis,,,,
cc/cc_surveys/information_extraction_plain.json,cc,cc_surveys,information_extraction,plain,1,severe,"Author information section contains placeholder text with generic 'Author Name', 'Affiliation', and 'email@example.com'",Author block (lines 53-57),,,,
cc/cc_surveys/information_extraction_plain.json,cc,cc_surveys,information_extraction,plain,2,moderate,The survey lacks critical analysis of benchmark saturation and whether current metrics adequately measure progress,Section 8 'Benchmarks and Evaluation' - mentions benchmark saturation briefly but does not深入 analyze implications,,,,
cc/cc_surveys/information_extraction_plain.json,cc,cc_surveys,information_extraction,plain,3,moderate,Ethical considerations section is cursory (only one paragraph) despite mentioning significant societal concerns,Section 11.6 'Ethical Considerations' (line 464),,,,
cc/cc_surveys/information_extraction_plain.json,cc,cc_surveys,information_extraction,plain,4,minor,Several benchmark citation dates appear inconsistent - TACRED (2017) described as 'recent' while other 2024 surveys are referenced,Section 2.3 and Section 10 referencing TACRED and recent surveys,,,,
cc/cc_surveys/information_extraction_plain.json,cc,cc_surveys,information_extraction,plain,5,minor,The conclusion lacks quantitative predictions or concrete milestones for future IE research directions,Section 12 'Conclusion',,,,
cc/cc_surveys/information_extraction_trustsurvey.json,cc,cc_surveys,information_extraction,trustsurvey,1,moderate,"Internal inconsistency: Contribution statement claims 'A structured taxonomy of IE subtasks and their interrelations' but no such taxonomy (figure/table/diagram) is present in the document. The survey simply divides by standard subtasks (NER, RE, EE, OpenIE), which is not a novel organizing framework.",Lines 88-91 (contribution list): 'A structured taxonomy of IE subtasks and their interrelations' - No corresponding taxonomy figure or table appears in the document,,,,
cc/cc_surveys/information_extraction_trustsurvey.json,cc,cc_surveys,information_extraction,trustsurvey,2,moderate,"Scope and inclusion criteria declaration missing: The survey does not state its search strategy, inclusion/exclusion criteria, time span boundaries, venue scope (which conferences/journals were considered), or how papers were selected.",Introduction section (lines 77-96) - no mention of methodology for literature coverage,,,,
cc/cc_surveys/information_extraction_trustsurvey.json,cc,cc_surveys,information_extraction,trustsurvey,3,minor,"Author information consists of placeholder text: 'Author Name', 'Affiliation', 'email@example.com' instead of actual author credentials.",Lines 53-57: Author block contains placeholder values rather than real author information,,,,
cc/cc_surveys/information_extraction_trustsurvey.json,cc,cc_surveys,information_extraction,trustsurvey,4,minor,"Method evaluation discussion is not systematic: While F1 scores are mentioned (e.g., 'over 93% with BERT-based models', 'approaching 96% F1'), there is no comparative table of methods on benchmarks, no systematic metric discussion, and no structured performance analysis across approaches.","Section 2.6 (Benchmarks and Evaluation, lines 130-132); mentions F1 scores without systematic comparison",,,,
cc/cc_surveys/information_extraction_trustsurvey.json,cc,cc_surveys,information_extraction,trustsurvey,5,minor,"Synthesis/original viewpoint insufficient: The survey primarily lists works chronologically with brief summaries. Cross-paper synthesis, trend analysis, or explicit comparative judgments beyond 'achieved state-of-the-art' are sparse.",Throughout sections 2-4 - methods are described sequentially rather than synthesized comparatively,,,,
cc/cc_surveys/information_extraction_trustsurvey.json,cc,cc_surveys,information_extraction,trustsurvey,6,minor,"Missing a comprehensive comparison table: The survey lacks the kind of systematic comparison tables (e.g., method X vs method Y on dataset Z across metrics) that a high-quality survey should provide.",Sections 2-8 (main content) - no comparison tables found,,,,
cc/cc_surveys/information_extraction_trustsurvey.json,cc,cc_surveys,information_extraction,trustsurvey,7,minor,"Reference quality issue: Some referenced works may have bibliographic errors (e.g., araci2021finbert entry cites year 2019 but is labeled FinBERT preprint year 2019; arxiv reference without proper eprint identifier)",references.bib lines 1019-1024: araci2021finbert entry,,,,
cc/cc_surveys/large_language_models_arise.json,cc,cc_surveys,large_language_models,arise,1,severe,"No figures or tables despite the survey covering many visually-representable topics (architectural diagrams, scaling law curves, evaluation frameworks, timeline of LLM development, taxonomy of architectures). The figures/ directory is empty.","Throughout; e.g., Section 2 (Architectures), Section 3 (Scaling Laws), Section 5 (Evaluation). Section 2 describes architectures without any diagram; Section 3 discusses power laws without a plot; the Evaluation section describes benchmark comparisons without a table.",,,,
cc/cc_surveys/large_language_models_arise.json,cc,cc_surveys,large_language_models,arise,2,severe,"No figures or tables despite the survey covering many visually-representable topics (architectural diagrams, scaling law curves, evaluation frameworks, timeline of LLM development, taxonomy of architectures). The figures/ directory is empty.","Throughout; e.g., Section 2 (Architectures), Section 3 (Scaling Laws), Section 5 (Evaluation). Section 2 describes architectures without any diagram; Section 3 discusses power laws without a plot; the Evaluation section describes benchmark comparisons without a table.",,,,
cc/cc_surveys/large_language_models_arise.json,cc,cc_surveys,large_language_models,arise,3,severe,"Author identity is fabricated (Claude F. Researcher, research@example.com) — a placeholder rather than a real researcher. This raises questions about the paper's provenance.",Author line,,,,
cc/cc_surveys/large_language_models_arise.json,cc,cc_surveys,large_language_models,arise,4,moderate,"The paper cites many arXiv preprints rather than peer-reviewed venues. While common for fast-moving AI research, this reduces reference reliability.","References.bib: most entries are arXiv preprints (e.g., touvron2023llama, gu2023mamba, brown2020language). Few entries are from formal peer-reviewed conference proceedings.",,,,
cc/cc_surveys/large_language_models_arise.json,cc,cc_surveys,large_language_models,arise,5,moderate,"Limited exploration of multimodal LLMs (GPT-4V, Gemini, LLaVA). Multimodal learning deserves its own substantial subsection or section given its importance in 2025-2026, but it appears only briefly in the Future Directions section.","Section 8 (Future Directions), Subsection Multimodal LLMs",,,,
cc/cc_surveys/large_language_models_arise.json,cc,cc_surveys,large_language_models,arise,6,moderate,"No quantitative summary table of LLM models (parameter counts, training compute, key capabilities, evaluation scores) would help readers compare the landscape at a glance.",Section 7 (Applications) and Section 8 (Future Directions),,,,
cc/cc_surveys/large_language_models_arise.json,cc,cc_surveys,large_language_models,arise,7,minor,"Some claims lack inline citations. For example, 'The LLaMA 3 technical report reported that the 405B parameter model achieved competitive performance' is presented without enough specific benchmark numbers cited in-text.","Section 6.1 (Code Generation and Software Engineering), line ~272",,,,
cc/cc_surveys/large_language_models_arise.json,cc,cc_surveys,large_language_models,arise,8,minor,The Applications section could be more critical about real-world deployment challenges rather than presenting a largely optimistic depiction of each domain.,Section 6 (Applications),,,,
cc/cc_surveys/large_language_models_plain.json,cc,cc_surveys,large_language_models,plain,1,severe,"Author name 'Claude F. Researcher' with email 'research@example.com' is clearly a placeholder, suggesting this is a template or unverified draft",Author affiliation block (lines 32-35),,,,
cc/cc_surveys/large_language_models_plain.json,cc,cc_surveys,large_language_models,plain,2,severe,"Reference list contains non-peer-reviewed placeholder entries with incomplete author lists (e.g., Wang et al. 2024 survey states only 'Xinyu Wang, others')","references.bib entries: wang2024survey, boland2022bias, cao2025toward, fei2024recent, zhou2024defending, chen2023meditron, kumar2024legal, shi2024large",,,,
cc/cc_surveys/large_language_models_plain.json,cc,cc_surveys,large_language_models,plain,3,moderate,Line 218 claims LiveBench results 'As of their 2025 publication' but the bib entry white2024livebench is dated 2024; also references a 2025 paper (cao2025toward) that may not exist yet given 2026 survey date,"Section 5.2, 'Evaluation' (line 218): citation date mismatch",,,,
cc/cc_surveys/large_language_models_plain.json,cc,cc_surveys,large_language_models,plain,4,moderate,"Missing citations for several claims: MoE scaling claims lack GShard citation, agent framework descriptions lack AutoGPT/LangChain citations, open-source democratization section has no citations","Section 2.1 (MoE description, line 79), Section 9 (future directions), various unverified claims throughout",,,,
cc/cc_surveys/large_language_models_plain.json,cc,cc_surveys,large_language_models,plain,5,minor,References.bib contains LaTeX comment headers ('% --- Foundational Architecture Papers ---') that should be removed before publication,references.bib lines 1-3 and similar throughout,,,,
cc/cc_surveys/large_language_models_plain.json,cc,cc_surveys,large_language_models,plain,6,minor,"Missing DOI URLs and arXiv links for most references, limiting reproducibility and traceability",references.bib across all entries,,,,
