review_source,file,evaluator,source_set,topic,prompt,weakness_index,severity,judgment,is_correct,taxonomy_id,taxonomy_category,issue,location,rationale,evidence
baselines_2_semantic_meta_review,cc/crawled_surveys/046_a_survey_on_efficient_protein_language_models_PTReuOwsXz_trustsurvey.json,cc,crawled_surveys,046_a_survey_on_efficient_protein_language_models_PTReuOwsXz,trustsurvey,4,moderate,valid,True,4,Scope / inclusion-criteria declaration missing,Scope/declarative inclusion criteria not stated,Introduction Section 1 (no explicit search strategy or inclusion/exclusion criteria section),"The survey provides no explicit search strategy, inclusion/exclusion criteria, or methodology for literature selection. While Section 1's introduction describes the scope (four efficiency dimensions: dataset, architecture, training, inference), it does not state how papers were identified or prioritized. Unlike a systematic review, this is acceptable if the survey is positioned as a 'narrative review,' but the reviewer is correct that no explicit criteria are articulated. This is particularly notable because the survey references hundreds of papers without explaining the corpus construction methodology.","[""Survey introduction describes scope ('four primary pillars') but never describes search methodology, databases searched, or inclusion/exclusion criteria"", 'No supplementary materials or appendix with search strings or PRISMA-style flow diagram present']"
baselines_2_semantic_meta_review,cc/crawled_surveys/046_a_survey_on_efficient_protein_language_models_PTReuOwsXz_trustsurvey.json,cc,crawled_surveys,046_a_survey_on_efficient_protein_language_models_PTReuOwsXz,trustsurvey,5,minor,invalid,False,1,Gap and future-work discussion insufficient,Limited discussion of open problems and limitations within each efficiency dimension,Each efficiency section; Conclusion section; per-section takeaways,"Each efficiency section concludes with a substantive 'Takeaway' paragraph that discusses limitations and open problems. For example, the Dataset Efficiency takeaway discusses limitations ('evolutionary relatedness...constrains generalization'), Architecture section discusses challenges ('Redundancy and Massive Activations...inefficient memory use,' 'Limited Inductive Bias'), and Training sections discuss method-specific limitations (e.g., QLoRA gap widening, FSFP overfitting risk, distillation teacher-student discrepancy). The Conclusion section explicitly states 'significant challenges remain' including 'a performance gap often emerges in complex tasks such as de novo structure prediction.' This is not 'limited' discussion—it's substantive and method-specific.","[""Dataset takeaway: 'evolutionary relatedness...constrains generalization to distant families'"", ""Architecture section explicitly lists challenges including 'Redundancy and Massive Activations in Embeddings' and 'Limited Inductive Bias'"", ""Training sections explicitly discuss challenges: 'Gap between full fine-tuning and QLoRA tends to widen' (Section 4.3), 'Teacher-student Discrepancy' and 'Knowledge Transfer Bottlenecks' (Section 4.4)"", ""Conclusion acknowledges: 'a performance gap often emerges in complex tasks such as de novo structure prediction'""]"
baselines_2_semantic_meta_review,cc/crawled_surveys/046_a_survey_on_efficient_protein_language_models_PTReuOwsXz_trustsurvey.json,cc,crawled_surveys,046_a_survey_on_efficient_protein_language_models_PTReuOwsXz,trustsurvey,6,minor,invalid,False,13,Visualization deficiency,Figures contain limited information content,Figure 3 (causal/masked distinction diagram); Figure 4 (described as cartoon); Figure 6 and 8 (per reviewer feedback),"The survey does contain detailed figures (Figures 1, 2, 3 describe comprehensive taxonomies, timelines, and methodological frameworks). While some figures are described as illustrative, they provide visual organization of the survey's taxonomy and are accompanied by substantive textual content throughout. The reviewer complaint focuses on specific figures but does not demonstrate that the figures lack information content relative to the text. The survey's figures serve an organizational/taxonomic purpose consistent with survey papers and are not a substantive weakness.","[""Figure 1 provides 'an overview and taxonomy of the efficient Protein Language Model methodologies' with 'key approaches and representative works'"", ""Figure 2 provides 'a historical overview of key milestones in pLM development'"", ""Text explicitly describes figures in context: 'A conceptual illustration of these efficient dataset strategies is provided in Figure 4'""]"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_arise.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,arise,1,severe,invalid,False,2,Comparison insufficient,Overreaching novelty claims without rigorous comparison to prior surveys,"Abstract and throughout: 'first structured, model-to-system taxonomy', 'formal foundation for EML'",调查论文在Table 5中提供了与现有综述的系统性比较，明确列出了其他综述对高效多模态学习的覆盖范围和不足。论文自称'first to introduce'是相对于该比较表格中列出的现有综述而言的，具有具体依据。'formal foundation for EML'在摘要中是修辞性表述，属于综述性论文的常见强调用法，并非事实性过度声明。,"['Table 5 comparison with existing surveys including EfficientVLM, MiniGPT-4, VL-Reviewer, MoE-LLaVA, LLaVA-Share', ""Section C: 'Our work is the first to introduce a vertical, full-stack Model-Algorithm-System (MAS) taxonomy'""]"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_arise.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,arise,2,severe,valid,True,4,Scope / inclusion-criteria declaration missing,"Lack of systematic survey methodology - no clear inclusion/exclusion criteria, search strategy, or coverage validation",Missing methodology section entirely,全文无系统性的方法论章节。虽然论文自称'综合了300多项研究'，但未说明文献检索策略、纳入排除标准或覆盖率验证方法。Table 3/4虽标注为'd curated subset'，但未说明如何从全部文献中筛选出代表性模型。对于综述论文，系统性方法描述是重要的方法论基础，缺失这一点构成真正的学术缺陷。,"['全文未发现方法论章节或系统性检索描述', ""Table 3注释: 'Our goal is not to enumerate all existing systems, but to highlight representative architectures'"", '缺少PRISMA或类似系统性综述方法的任何引用']"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_arise.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,arise,3,severe,invalid,False,11,Evidence support insufficient,Ambitious claims about 'resolving' the Efficiency-Utility-Privacy trilemma are overstated,Abstract and Section 3: 'elucidating how cross-layer co-design contributes to the fundamental Efficiency-Utility-Privacy trade-off',调查论文在Section 7.6 (Future Directions)中明确承认该三难困境'目前仍是open challenge'，指出'jointly optimizing efficiency and privacy remains sparse'。原文中'addressing'、'elucidating how...contributes to'等用语表达了分析性和前瞻性，并非宣称已完全解决。结论部分'resolve the trilemma'位于'未来方向'语境下，为目标陈述而非成就声明。,"['Section 7.6: \'The field must resolve the ""Privacy-Efficiency-Utility"" trilemma to enable trusted and responsible multimodal deployment\' (未来方向语境)', ""Section 7.6: 'Current research on jointly optimizing efficiency and privacy remains sparse'""]"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_arise.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,arise,4,severe,invalid,False,9,Missing specific topics,"Strong modality bias toward vision-text works; speech, audio, video modalities underrepresented","Throughout sections on KD, quantization, pruning, and system optimizations","调查论文在Section 2.1.3详细覆盖了Audio编码器演进，包括Wav2Vec 2.0、HuBERT、AST、Audio Mamba等。Section 2.1.2覆盖Video处理技术如VideoMAE V2、InternVideo2、VidLA、Video-Panda等。Table 2 Application Benchmarks明确列出Audio、Video相关的评测基准。论文声称'speech, audio, video underrepresented'与实际覆盖内容不符。","['Section 2.1.3 Audio: 详细覆盖Wav2Vec 2.0, HuBERT, AST, SSAST, Audio Mamba等', 'Section 2.1.2 Video: VideoMAE V2, InternVideo2, VidLA, Video-Panda, LIVE framework等', 'Table 2包含V+T+A模式的Affective Computing和Healthcare基准']"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_arise.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,arise,5,moderate,valid,True,2,Comparison insufficient,Sections often enumerated rather than systematically compared under unified axes,"Multiple algorithm and model sections - lists methods without consistent comparison across training cost, latency, memory, accuracy",虽然论文提供Table 1对比不同架构的复杂度权衡，但各算法子章节（如3.1.1 Training-free Compression、3.2 Pruning等）主要采用枚举式描述：先介绍技术原理，再罗列代表性方法，但未在统一维度（如压缩率、精度损失、训练成本）下进行横向对比。Section 3.3.1关于quantization的内容涵盖PTQ/QAT/Hardware三层，但缺乏跨方法的系统性性能比较表格。,"['Section 3.1.1 Training-free Compression: 列举ST3、LLaVolta等，但无统一比较表', 'Section 3.2 Pruning: 列举各方法但缺乏量化对比', 'Table 1仅覆盖架构层面，未对算法层面进行统一比较']"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_arise.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,arise,6,moderate,invalid,False,3,Synthesis / original viewpoint insufficient,Cross-layer synthesis is narrative rather than providing standardized evaluation template or meta-analysis,Throughout 'vertical synergy' discussions,虽然论文在Discussion部分揭示了'vertical synergy'的洞察（如从算术强度到I/O编排的转变），但确实缺乏将这些洞见系统化的模板或元分析框架。跨层协同效应的讨论偏叙事性，未提供可操作的评估方法或标准化的权衡分析工具。这一批评成立。,"[""Section on 'Vertical Synergy' presents narrative insights rather than analytical templates"", 'No standardized evaluation framework for cross-layer trade-offs provided']"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_arise.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,arise,7,moderate,invalid,False,10,Taxonomy or framework problem,"Terminology ambiguity: 'Algorithm' level naming is confusing, overlaps with 'model' category","Figure 1 caption, throughout taxonomy definitions",论文明确定义了三层区分：Model层为'how computation is organized within and across modalities'（注意力机制、稀疏路由等），Algorithm层为'how computation executes'（token压缩、量化、剪枝等），System层为'where and when workloads should execute'（内存管理、调度等）。这些定义清晰，层次分明，不存在类别混淆。,"[""Section 3 intro: 'Algorithm-level efficiency defines how computation executes, compressing information flow within fixed architectural topologies'"", ""Section 5 intro: 'system-level approaches focus on resource orchestration—determining where and when workloads should execute'""]"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_arise.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,arise,8,moderate,invalid,False,9,Missing specific topics,No discussion of video modality despite being computationally demanding,Section 3 - Audio/Video coverage incomplete,Section 2.1.2专门覆盖Video编码技术，包括VideoMAE V2、InternVideo2、VidLA、Video-Panda等encoder架构。Section 4.2 Media Understanding and Generation章节讨论视频的'quadratic complexity of multimodal attention'瓶颈。Table 2明确列出TVR、Video-MME、MVBench等video相关benchmark。Video内容有充分覆盖。,"['Section 2.1.2 Video: 详细覆盖VideoMAE V2, InternVideo2, VidLA, Video-Panda (STAB), LIVE framework等', ""Section 4.2: 'Media Understanding and Generation' discussing video processing"", 'Table 2 benchmarks: TVR, Video-MME, MVBench等']"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_arise.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,arise,9,minor,invalid,False,12,Writing clarity and presentation,"Repetitive presentation of main messages across Introduction, Scope, and each section",Sections 1-2 and repetitive framing in each subsection,调查论文中Introduction聚焦于领域背景和研究动机，Scope/Framework章节专注MAS分类定义，各章节Introduction汇报方法背景和分类意义。虽然确实存在重复强调核心观点的现象，但这是综述论文确保论述完整性的常见做法，且具体内容（背景vs框架vs方法）各有侧重，不构成实质性冗余。,"['Introduction: 领域背景、多模态学习革命、效率瓶颈定义', 'Section 1 Framework: MAS三层分类定义及每层职责', '各algorithm子章节intro: 该领域方法演进和分类逻辑']"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_arise.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,arise,10,minor,invalid,False,11,Evidence support insufficient,"Missing foundational references to initial formulations of KD, pruning, quantization concepts",Concept introductions throughout - lack of citations to original works,调查论文在多处引用了基础概念的原始工作：Pruning引用Han et al. 2015、LeCun et al. 1989；Quantization引用Han et al. 2015、Jacob et al. 2018；KD引用Hinton et al. 2015 (soft-target)、Romero et al. 2014 (hints)；LoRA引用Hu et al. 2022。虽然部分概念引入处未逐一附原始引用，但已提供足够的基础文献，不构成严重缺失。,"[""Section 3.2: 'Han et al., 2015; Cheng et al., 2024' for pruning"", ""Section 3.3: 'Han et al., 2015; Jacob et al., 2018' for quantization"", ""Section 3.4: 'Hinton et al., 2015; Romero et al., 2014; Zagoruyko & Komodakis, 2016' for KD""]"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_trustsurvey.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,trustsurvey,1,moderate,invalid,False,11,Evidence support insufficient,Overstated resolution claims for trade-offs,Holistic Discussion section - 'The Mechanics of Vertical Synergy' and 'Reframing Efficiency',"该指控认为论文在""垂直协同""和""重新定义效率""部分夸大了对权衡问题的解决效果。然而，仔细阅读原文发现，作者使用了大量谨慎的措辞，如'suggests'、'points toward'、'envision'、'looking beyond'等，将这些作为前瞻性洞察和愿景而非已验证的科学结论。""最终真正的效率出现了""等表述是描述性的观察（基于具体案例如FastVLM、NVILA、Gemini 1.5），而非绝对的解决宣言。论文在多处承认了具体权衡的存在（如表格1中的 representational trade-offs），并未声称已经完全解决所有权衡。","['""Looking beyond current methodologies, the synthesis of MAS layers points toward a fundamental reframing of efficiency""（措辞为\'points toward\'，表示方向性而非已实现）', '""ultimate efficient multimodal systems...demonstrate that efficiency is achieved through vertical synergy""（描述已有案例）', '表1中明确列出了各方法的 trade-offs，如""Many-to-few mapping limits fine-grained visual granularity""', '""establishing a roadmap""（结论中的措辞表明这是路线图而非已解决的问题）']"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_trustsurvey.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,trustsurvey,2,moderate,valid,True,2,Comparison insufficient,Listing-heavy sections without systematic comparison or synthesis,"Algorithm-level sections (e.g., Pruning, Quantization, Knowledge Distillation)","该指控指出算法部分（如Pruning、Quantization、Knowledge Distillation）以列举为主，缺乏系统性比较或综合。检查原文发现：Pruning部分确实主要按时间顺序列举了多种方法（early explorations, structured pruning, multi-stage frameworks等），虽有分类但缺少跨方法的系统性比较。Quantization部分虽有数学公式，但各小节（PTQ、QAT、Hardware Constraints）各自列举，缺乏横向综合评估。表1虽然提供了一些对比维度，但对各算法类别的实际性能-效率权衡并未做系统性总结比较。","['Pruning部分：""Early explorations often focused on unstructured pruning...Modern approaches like EfficientLLaVA formulate structured pruning as...Furthermore, UPop and MoPE-CLIP perform unified, progressive pruning...Furthermore, MANU adopts modality-aware neuron pruning""——以方法列举为主', '表1虽包含时间复杂度对比，但未提供不同算法在benchmark上的实际效果对比', '缺少如""在不同压缩比下，哪种算法在VQA vs 图像生成任务上更优""的系统性综合分析']"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_trustsurvey.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,trustsurvey,3,minor,valid,True,2,Comparison insufficient,Method evaluation insufficient - lacks formal complexity comparisons,"Algorithm-level sections, particularly Token Compression and Attention Sparsity","该指控指出论文缺乏正式的方法复杂度比较，特别是Token Compression和Attention Sparsity部分。虽然表1提供了一般性的O()复杂度公式，但对于各具体方法在Token Compression、Pruning等子类别中的实际计算/空间复杂度对比并不充分。例如，对于training-free与training-based token compression，论文虽然列举了多种方法（Spatial token pruning, Redundancy-aware, Layer-adaptive等），但未提供这些方法在相同硬件环境下（如同样的ViT-L、同样输入分辨率）的实际FLOPs/延迟量化比较。","['表1中""Dense Cross-Attention""的时间复杂度为O(M·N·D)，但对于Token Compression部分的具体方法（如ST3、LLaVolta声称的70% token pruning）未提供对应复杂度推导', '""ST3 and LLaVolta show that over 70% of visual tokens can be pruned while preserving multimodal accuracy""——此处仅给出质量指标（accuracy preserved），未给出对应的理论或实测FLOPs reduction', 'Attention Sparsity部分提及多种方法（ETESparse, LoRA-Sparse等），但缺乏与标准Transformer的量化复杂度对比']"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_trustsurvey.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,trustsurvey,4,minor,invalid,False,5,Contribution statement missing,"""First"" taxonomy claim lacks explicit justification or comparison with prior surveys",Abstract and Introduction - contribution statement,"该指控认为论文对'首个'分类法的声明缺乏明确理由或与先前综述的对比。但检查原文发现，Table 5明确列出了与现有综述的对比，涵盖VILA, LLaVA, Vision-Language Pretraining等多个方向，并指出""Our work is the first to introduce a vertical, full-stack Model-Algorithm-System (MAS) taxonomy""。论文随后在C节详细说明""while existing surveys provide excellent coverage of specific mechanisms...they typically adopt a fragmented approach""，明确论证了此前综述的局限性，为""首个""声明提供了合理依据。","['Table 5: 与VILA, LLaVA, VLM Survey, Vision-Language Pretraining等综述的系统性对比', '""Our work is the first to introduce a vertical, full-stack Model-Algorithm-System (MAS) taxonomy""', '""existing surveys...typically adopt a fragmented approach""——明确指出先前工作的局限', 'Conclusion: ""This work guides future work in navigating performance-cost trade-offs""——表明框架的独特价值']"
baselines_2_semantic_meta_review,cc/crawled_surveys/057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z_trustsurvey.json,cc,crawled_surveys,057_from_models_to_systems_a_comprehensive_survey_of_efficient_multimodal_learning_yfTU8FTS2Z,trustsurvey,5,minor,valid,True,11,Evidence support insufficient,Potential scope inconsistency with claimed coverage,Abstract states '300+ seminal works' but references section shows 203 citations,"该指控指出摘要声称'300+ seminal works'但参考文献仅显示203条引文，这是一个事实性问题。摘要明确写道""synthesizing over 300 studies""。根据提供的基础文件元数据，source_path指向的JSON文件中引用数量为203条（可通过JSON结构中的引用条目数量验证）。'300+'与'203'之间存在约50%的偏差，这是一个明确的范围不一致问题，需要在最终版本中修正为准确的数字或调整摘要表述。","['摘要: ""synthesizing over 300 studies into a unified Model-Algorithm-System taxonomy""', 'source_path metadata显示该文件包含的引文条目数量显著少于300条', '原文中引用的引文编号（如[1], [2], ...到[203]或更高）可验证引用总数']"
baselines_2_semantic_meta_review,cc/crawled_surveys/065_code_reasoning_for_software_engineering_tasks_a_survey_and_a_call_to_action_zZa3u6LKwO_trustsurvey.json,cc,crawled_surveys,065_code_reasoning_for_software_engineering_tasks_a_survey_and_a_call_to_action_zZa3u6LKwO,trustsurvey,1,severe,valid,True,2,Comparison insufficient,"Over-claiming in comparative observations: Observations 1-6 are stated as general superiority claims (e.g., 'X outperforms Y') but are derived from cross-paper comparisons with unnormalized prompts, compute budgets, and evaluation harnesses","Section 6 (Comparison and Discussion), Observations 1-6","The accusation is valid. The survey's Section 6 presents observations as performance superiority claims (e.g., 'Observation 3: execution-aware strategies can outperform Code CoT based methods' and 'Observation 5: orchestrating multiple reasoning techniques through agentic scaffolding can outperform single-strategy approaches'). Although the survey acknowledges limitations in Section 8 ('Threats to Validity') about cross-paper comparison confounders, the observation statements themselves use declarative language that implies general superiority. Table 3 confirms these are drawn from different papers with varying conditions, and the survey explicitly states in Section 6 that it does 'not control for differences in prompts, compute budgets, tool access, or evaluation harnesses.' Nevertheless, the observations are framed as substantive findings rather than merely suggestive trends. This constitutes over-claiming given the methodological limitations.","[""Section 6: 'Observation 3: Reported results across several studies suggest that execution-aware strategies can outperform Code CoT based methods in some code generation benchmarks.'"", ""Section 8 (Threats to Validity): 'Our comparative analysis does not control for differences in prompts, compute budgets, tool access, or evaluation harnesses, which may affect comparability.'"", ""Section 6: 'Most papers do not report confidence intervals or variance for their results.'"", ""Table 3 caption: 'comparison table in the appendix (Tab. 3) that makes it easy to see which specific methods and categories of methods show trends'""]"
baselines_2_semantic_meta_review,cc/crawled_surveys/065_code_reasoning_for_software_engineering_tasks_a_survey_and_a_call_to_action_zZa3u6LKwO_trustsurvey.json,cc,crawled_surveys,065_code_reasoning_for_software_engineering_tasks_a_survey_and_a_call_to_action_zZa3u6LKwO,trustsurvey,2,severe,invalid,False,13,Visualization deficiency,Figure/metric axis inconsistencies between figure labels and reported data,Figure 4 (CodeContests panel) and Figure 7 (SWE-Bench Lite panel),"The accusation claims inconsistency between figure labels and reported data in 'Figure 4 (CodeContests panel) and Figure 7 (SWE-Bench Lite panel).' Reviewing the provided survey text, Figure 4 is not fully reproduced in the excerpt (only described in passing at 'In Fig. 6' and 'Fig. 7'). Figure 7 is shown with clear axis labels: Y-axis showing Pass@1 (%) and x-axis showing model types (GPT-4, DeepSeek-Coder, GPT-3.5), with subpanels for HE, MBPP+, MBPP, and MBPP-S. No explicit inconsistency between the axis labels and reported metrics is evident from the survey text. The reviewer has provided specific figure references that cannot be verified as inconsistent from the provided text. The axis labels (Pass@1, specific models, specific benchmarks) appear coherent with the survey's discussion. Without the actual figure image or explicit conflicting statements, this claim cannot be substantiated.","[""Figure 7 described with axis labels 'Pass@1 (%)' for y-axis and models on x-axis"", ""Fig. 7 shows comparison of SWE agents with self-refinement and code CoT on 'HE, MBPP+, MBPP, MBPP-S'"", 'The text discusses these comparisons consistently with the figure structure']"
baselines_2_semantic_meta_review,cc/crawled_surveys/065_code_reasoning_for_software_engineering_tasks_a_survey_and_a_call_to_action_zZa3u6LKwO_trustsurvey.json,cc,crawled_surveys,065_code_reasoning_for_software_engineering_tasks_a_survey_and_a_call_to_action_zZa3u6LKwO,trustsurvey,3,moderate,invalid,False,11,Evidence support insufficient,Survey methodology section lacks reproducibility details,Section 2 (Survey Methodology),"The accusation claims the survey methodology section lacks reproducibility details. However, Section 2 (Survey Methodology) explicitly describes the search process: using arXiv and Google Scholar, advanced search queries combining specific terms, screening by title then abstract then methodology, extending via citation links, prioritizing major venues while including arXiv preprints, date ranges (2022-2025 for techniques, 2021-2025 for benchmarks). The section also mentions maintaining an up-to-date categorized list on GitHub for transparency and reproducibility. This constitutes reasonable reproducibility documentation for a survey paper. The complaint that it lacks detail is not strongly supported since the methodology describes the complete pipeline from search to paper selection.","[""Section 2: 'We conducted a structured literature search using arXiv and Google Scholar to obtain broad coverage of relevant work'"", 'Section 2: \'We used advanced search queries combining terms such as ""code reasoning"", ""reasoning"" + ""LLM"", and ""agents"" + ""software engineering""\'', ""Section 2: 'We maintain an up-to-date, categorized list of surveyed papers and pointers to resources on GitHub'"", ""Section 2: 'Records for benchmarks and tasks range from 2021 through 2025'""]"
baselines_2_semantic_meta_review,cc/crawled_surveys/065_code_reasoning_for_software_engineering_tasks_a_survey_and_a_call_to_action_zZa3u6LKwO_trustsurvey.json,cc,crawled_surveys,065_code_reasoning_for_software_engineering_tasks_a_survey_and_a_call_to_action_zZa3u6LKwO,trustsurvey,4,moderate,valid,True,10,Taxonomy or framework problem,Scope boundary inconsistency regarding training-time techniques,"Section 2 (stating purely training-time techniques are out of scope) vs. taxonomy (which includes training with CoT, training with feedback, training with trajectory)","The accusation identifies a genuine inconsistency in scope definition. Section 2 states: 'Purely training-time techniques are out of scope, unless the training data includes model generated test-time reasoning data like CoT, self-reflection or agent trajectories.' However, the taxonomy (Figure 3) explicitly includes categories for 'Training with CoT (§4.1),' 'Training with feedback (§4.2),' and 'Training with trajectory (§4.4).' These are training-time techniques, not test-time techniques, which contradicts the stated out-of-scope exclusion. The survey itself acknowledges this tension by using the exception clause, but the resulting taxonomy includes full training categories beyond what the exception covers. This represents an internal inconsistency between the stated exclusion boundary and the implemented scope.","[""Section 2: 'Purely training-time techniques are out of scope, unless the training data includes model generated test-time reasoning data'"", ""Figure 3 taxonomy includes 'Training with CoT (§4.1)' and 'Training with feedback (§4.2)'"", ""Table 2 includes 'UniCoder (2024b)', 'COTTON (2024a)', 'LEVER (2023)', 'Lingma (2024)', 'SWE-Fixer (2025)' - all training-based approaches""]"
baselines_2_semantic_meta_review,cc/crawled_surveys/065_code_reasoning_for_software_engineering_tasks_a_survey_and_a_call_to_action_zZa3u6LKwO_trustsurvey.json,cc,crawled_surveys,065_code_reasoning_for_software_engineering_tasks_a_survey_and_a_call_to_action_zZa3u6LKwO,trustsurvey,5,minor,invalid,False,6,Internal inconsistency,Section reference errors indicating internal inconsistency,Section citations throughout text,"The accusation claims 'Section reference errors indicating internal inconsistency' but provides no specific examples of what citations are incorrect or where. The survey text shows consistent section numbering (Section 2, Section 4, Section 4.1, Section 4.2, Section 6, etc.) and self-referential citations appear coherent (e.g., 'Sec. 4.4', 'Tab. 2', 'Fig. 3'). Without specific examples of erroneous citations, this accusation cannot be evaluated. Generic claims of inconsistency are insufficient evidence.","[""Section references throughout appear consistent: 'Section 4 gave an overview', 'Sec. 4.1 surveys works', 'Sec. 4.4', 'Sec. 6.3'"", ""Table and Figure references appear consistent: 'Table 2', 'Figure 3', 'Tab. 3'""]"
baselines_2_semantic_meta_review,cc/crawled_surveys/065_code_reasoning_for_software_engineering_tasks_a_survey_and_a_call_to_action_zZa3u6LKwO_trustsurvey.json,cc,crawled_surveys,065_code_reasoning_for_software_engineering_tasks_a_survey_and_a_call_to_action_zZa3u6LKwO,trustsurvey,6,moderate,valid,True,2,Comparison insufficient,Benchmark coverage imbalance in comparative analysis,Section 6 (observations primarily based on code generation benchmarks),"The accusation is valid. Section 5 catalogs broader SWE tasks (Code Generation, Test Generation, Issue Resolution, Reasoning and Understanding), and the conclusion states 'our analysis reveals that many state-of-the-art systems combine multiple reasoning strategies... Despite this diversity of approaches, we observed that evaluation is concentrated on a small set of code-generation benchmarks.' Section 6 (Comparison and Discussion) has Observation 6 extending to issue resolution, but Observations 1-5 are explicitly scoped to 'code generation tasks.' The observations do not systematically cover test generation or reasoning/understanding benchmarks, even though Section 5 acknowledges these as important task categories in the taxonomy. This constitutes an imbalance in the comparative analysis coverage.","[""Section 6: 'Observations 1-5 are scoped to code generation tasks, where the majority of comparable results are available.'"", ""Conclusion: 'Despite this diversity of approaches, we observed that evaluation is concentrated on a small set of code-generation benchmarks, leaving other critical SWE tasks comparatively underexplored.'"", ""Section 5 covers 'Test Generation (§5.2)' and 'Issue Resolution (§5.3)' and 'Reasoning and Understanding (§5.4)' but these are not systematically compared in Section 6""]"
